recency,frequency,monetary
87,1,111.89
509,1,86.15
110,1,378.04
521,1,44.7
54,1,86.25
183,1,67.22
304,1,47.0
135,1,411.33
89,1,37.89
463,1,27.25
423,1,50.78
432,1,96.02
484,1,111.82
209,1,113.11
430,1,95.02
269,1,281.89
359,1,176.88
64,1,369.22
98,1,46.54
428,1,191.58
555,1,510.69
143,1,314.34
256,1,129.1
185,1,141.86
100,1,50.34
455,1,231.27
606,1,87.63
176,1,138.54
160,1,272.94
506,1,127.44
225,1,80.91
64,1,110.71
145,1,259.32
226,1,111.43
73,1,42.86
365,1,177.2
262,1,138.53
294,1,159.89
464,1,63.99
70,1,53.48
305,1,39.09
327,1,117.85
262,1,236.47
355,1,34.1
190,1,86.08
57,1,243.25
214,1,250.42
334,1,56.15
180,1,96.82
369,1,262.07
634,1,19.62
285,1,190.37
321,1,25.0
115,1,49.47
139,1,108.26
140,1,67.83
63,1,104.93
442,1,69.14
308,1,107.78
249,1,127.92
358,1,63.7
287,1,84.14
46,1,45.12
289,1,43.69
350,1,67.76
82,1,200.33
216,1,69.53
272,1,153.9
465,1,140.41
376,1,97.72
125,1,247.25
51,1,118.51
322,1,33.99
446,1,49.59
176,1,172.68
215,1,116.36
41,1,55.6
360,1,673.68
61,1,116.79
569,1,135.59
96,1,52.45
271,1,72.26
521,1,81.15
174,1,515.18
194,1,206.96
407,1,338.77
42,1,72.72
290,1,185.94
451,1,35.9
426,1,125.32
328,1,47.68
122,1,117.96
314,1,134.76
474,1,45.78
39,1,75.5
257,1,69.12
235,1,281.63
319,1,135.08
725,1,218.87
211,1,62.6
100,1,35.82
47,1,51.04
189,1,292.96
176,1,94.52
346,1,139.28
248,1,38.99
139,1,31.39
267,1,41.75
601,1,656.52
229,1,26.18
466,2,431.97
502,1,105.5
322,1,81.11
197,1,46.22
374,1,348.07
56,1,21.69
215,1,97.51
235,1,170.71
426,1,39.78
184,1,70.44
108,1,84.4
251,1,39.75
396,1,210.0
180,1,92.94
267,1,75.57
460,1,188.73
363,1,73.15
98,1,151.23
614,1,986.32
48,1,161.27
411,1,117.42
180,1,340.07
296,1,74.05
595,1,2.21
262,1,28.08
614,1,476.34
215,1,96.37
202,1,597.14
512,1,124.42
104,1,200.02
161,1,378.04
503,1,146.87
61,1,80.14
52,2,15.47
316,1,36.0
175,1,70.75
147,1,81.78
122,1,47.05
265,1,94.59
301,1,79.33
419,1,78.37
301,1,75.98
357,1,146.66
311,1,25.78
170,1,44.32
118,1,183.87
262,1,157.76
418,1,22.84
459,1,119.08
332,1,188.06
293,1,159.21
415,1,44.0
139,1,144.58
250,1,80.73
353,1,769.96
40,1,52.3
156,1,108.67
208,1,39.13
223,1,206.54
302,1,213.09
548,1,103.11
47,1,167.64
167,1,2389.78
368,1,62.91
270,1,86.02
203,1,165.93
383,1,114.93
195,1,57.3
52,1,38.74
71,1,1221.28
365,1,131.56
352,1,105.87
547,1,57.72
299,1,107.78
728,1,40.95
160,1,45.22
514,1,124.52
473,1,65.79
149,1,149.86
381,1,36.69
49,1,252.38
71,1,164.01
475,1,17.73
213,1,25.84
395,1,96.8
599,1,230.78
263,1,42.78
465,1,157.76
600,1,7.02
479,1,74.63
340,1,105.18
45,1,258.67
273,1,134.58
253,2,329.94
163,1,84.16
316,2,47.05
244,1,44.09
182,1,82.33
362,1,27.8
466,1,196.4
328,1,49.27
309,1,62.08
52,1,94.77
444,1,207.63
304,1,140.22
224,1,134.48
145,1,45.77
177,1,89.91
76,1,133.4
235,1,35.99
364,1,35.0
324,1,37.0
211,1,85.23
493,1,45.53
234,1,53.1
416,1,122.1
195,1,50.22
110,1,109.3
94,1,131.28
305,2,112.18
106,1,52.93
501,1,959.96
364,1,76.02
160,1,125.61
48,1,68.16
148,1,237.54
566,1,190.54
197,1,113.09
446,1,121.09
374,1,63.1
574,1,128.88
115,1,78.2
298,1,126.04
237,1,122.62
319,1,88.08
255,1,92.97
122,1,30.23
321,1,53.1
475,1,47.68
554,1,140.9
354,1,25.84
319,1,87.26
94,1,96.65
42,1,83.7
304,1,142.92
167,1,58.83
368,1,114.45
138,1,437.65
237,1,901.06
513,1,164.42
258,1,29.75
295,1,72.83
193,1,133.64
219,1,189.56
360,1,55.09
49,1,56.6
416,1,670.92
222,1,120.09
556,1,829.74
274,1,38.01
63,1,490.1
565,1,29.84
365,1,112.81
137,1,122.6
555,1,759.25
381,1,39.09
104,1,46.92
175,1,545.46
141,1,242.83
160,1,158.42
308,1,126.92
100,1,415.45
56,1,3.77
397,1,79.56
147,1,36.55
68,1,27.3
467,1,87.71
118,1,65.22
90,1,34.63
251,1,139.61
199,1,172.44
159,1,133.31
540,1,89.7
103,1,113.76
196,1,97.43
224,1,96.72
318,1,181.55
199,1,74.28
82,1,111.13
76,1,1832.54
147,1,158.76
69,1,27.73
301,1,39.0
147,1,811.46
180,1,76.69
181,1,177.44
256,1,237.67
502,1,117.93
162,1,162.47
230,1,39.09
179,1,86.08
189,1,24.3
243,1,133.48
202,1,113.88
453,1,64.0
426,1,50.78
50,1,33.33
230,1,32.0
262,1,133.22
475,1,73.43
157,1,54.06
553,1,114.79
113,1,51.05
277,1,35.68
92,1,69.54
263,1,80.67
180,1,87.41
95,1,97.38
311,1,236.56
272,1,65.43
207,1,74.94
200,1,129.25
361,1,60.85
505,1,30.75
67,1,53.37
41,1,34.64
164,1,811.51
48,1,176.22
167,1,223.35
459,1,85.48
54,1,118.47
148,1,199.0
306,1,28.1
304,1,101.96
417,1,55.79
79,1,9.51
529,1,29.05
557,1,54.42
416,1,719.37
56,1,113.89
289,1,34.77
171,1,130.7
228,1,276.2
89,1,100.0
497,1,514.6
191,1,180.15
459,1,80.2
540,1,166.23
252,1,5.81
62,1,1173.11
525,1,174.02
90,1,88.59
404,1,256.92
535,1,216.82
587,1,30.75
440,1,185.05
585,1,56.46
258,1,107.07
443,1,206.07
38,1,176.99
276,1,180.52
55,1,40.26
280,1,60.85
362,2,13.45
488,1,278.06
221,1,95.31
284,1,71.14
317,1,97.32
532,1,127.98
89,1,53.27
264,1,43.98
293,1,85.24
481,1,73.76
138,1,26.17
271,1,238.79
391,1,36.69
507,1,33.09
263,1,56.38
339,1,347.24
75,1,122.97
75,1,69.43
36,1,239.16
323,1,103.37
507,1,71.23
174,1,121.68
517,1,208.59
165,1,99.43
251,1,69.61
307,1,101.34
115,1,102.13
304,1,50.85
192,1,19.64
443,1,34.09
278,1,44.89
426,1,70.62
254,1,92.5
386,1,130.26
191,1,87.06
721,1,297.91
55,1,83.55
144,1,34.69
530,1,48.7
410,1,67.68
116,1,125.97
453,1,21.21
306,1,66.78
49,1,133.76
346,1,18.37
420,1,76.65
106,1,713.01
406,1,43.36
542,1,10.7
75,1,37.37
174,1,221.31
394,1,128.19
217,1,267.41
192,1,85.62
223,1,406.38
217,1,254.42
293,1,189.4
209,1,150.91
350,1,1471.51
441,1,225.01
168,1,9.39
354,1,217.78
44,2,119.17
316,1,671.7
484,1,66.01
97,1,62.2
306,1,42.09
330,1,206.74
469,1,82.22
471,1,133.95
49,1,55.96
246,1,1025.52
573,1,50.95
84,1,197.02
179,1,41.32
70,1,44.3
225,1,26.84
71,1,575.69
171,1,127.64
449,1,26.77
312,1,131.94
237,1,481.06
241,1,143.8
154,1,164.51
355,1,24.75
121,1,221.59
257,1,185.84
311,1,163.79
323,1,36.09
198,1,12.25
612,1,47.02
54,1,27.1
36,1,143.21
309,1,32.77
199,1,102.2
116,1,268.31
468,1,206.68
90,1,162.89
56,1,170.16
40,1,81.86
512,1,55.18
528,1,504.37
391,1,31.38
196,1,188.06
301,1,100.34
337,1,126.53
305,1,55.09
78,1,244.18
425,1,117.85
507,1,427.1
441,1,142.1
104,1,50.0
237,1,96.01
218,1,197.53
420,1,136.08
244,1,27.77
149,1,22.38
112,1,342.39
211,1,51.69
42,1,104.11
215,1,26.3
278,1,64.76
212,1,23.1
543,1,81.0
179,1,188.52
160,1,201.55
523,1,30.47
375,1,37.75
381,1,213.9
178,1,274.08
311,1,300.49
58,1,33.34
355,1,255.44
487,1,216.07
292,1,19.62
306,1,202.66
523,1,55.09
128,2,519.94
193,1,218.46
318,1,190.48
371,1,116.36
108,1,128.67
510,1,133.56
159,1,175.08
599,1,146.11
531,1,430.67
539,1,112.08
58,1,65.93
421,1,40.01
319,1,102.11
331,1,116.33
320,1,115.45
147,1,26.38
174,1,48.37
115,1,140.58
143,1,162.16
550,1,907.8
477,1,114.14
353,1,73.34
57,1,94.48
429,1,113.13
90,1,138.5
312,1,169.64
203,1,227.9
552,1,123.25
180,1,20.0
468,1,107.78
160,1,162.85
404,1,39.62
356,1,143.87
254,1,202.88
409,1,117.94
567,1,185.51
166,1,56.29
310,1,94.8
461,1,120.87
326,1,77.57
439,1,148.15
588,1,205.16
362,1,181.16
65,1,42.87
235,1,67.5
112,1,37.24
376,1,87.64
538,1,237.62
178,1,644.34
293,1,32.42
463,1,54.0
144,1,25.53
260,1,58.1
228,1,88.9
212,1,312.49
385,1,62.78
473,1,47.0
57,1,437.59
153,1,45.22
355,1,188.43
462,1,104.34
357,1,389.02
477,1,56.85
182,1,253.97
314,1,979.42
45,1,193.98
305,1,314.92
245,1,38.71
194,1,538.47
252,1,53.1
327,1,77.57
287,1,529.86
116,1,117.96
143,1,118.65
310,1,2.51
219,1,111.43
187,1,133.69
360,1,311.98
311,1,132.08
182,1,478.18
272,1,145.96
552,1,75.63
53,1,93.19
299,1,106.16
113,1,216.29
261,1,117.97
349,1,160.4
337,1,229.8
552,1,163.46
364,1,107.65
158,1,173.88
141,1,138.62
483,1,8.32
47,1,125.75
213,1,76.18
252,1,105.18
302,1,121.69
147,1,77.37
546,1,43.05
54,1,29.43
275,1,157.3
615,1,45.52
102,1,27.79
378,1,54.0
308,1,53.68
343,1,48.7
172,1,142.7
80,1,349.99
304,1,150.39
160,1,219.27
404,1,757.94
527,1,468.0
324,1,61.1
54,1,213.47
32,1,72.98
608,1,113.0
141,1,210.2
293,1,183.83
231,1,218.77
545,1,97.3
508,1,74.67
304,1,122.8
432,1,300.36
239,1,101.9
567,1,470.42
445,1,589.08
252,1,210.47
144,1,217.4
44,1,274.81
70,1,41.22
167,1,63.22
168,1,61.93
497,1,137.99
426,1,57.68
235,1,87.55
183,1,783.28
485,1,84.14
184,1,96.46
111,1,430.53
579,1,14.7
439,1,124.9
486,1,113.38
510,1,144.2
227,1,64.1
303,1,298.2
50,1,85.94
317,1,285.06
250,1,87.45
357,1,47.72
319,1,32.63
486,1,229.78
331,1,58.12
59,1,126.18
252,1,81.63
581,1,53.73
509,1,23.33
76,1,52.84
216,1,32.38
180,1,171.75
75,1,9.55
294,1,116.36
382,1,264.88
54,1,27.89
143,1,35.77
220,1,58.36
355,1,465.99
466,1,57.69
433,1,248.83
300,1,135.19
118,1,137.5
264,1,285.0
300,1,93.3
97,1,189.26
239,1,71.62
481,1,155.63
135,1,391.46
60,1,568.51
199,1,105.67
64,1,45.48
115,1,48.7
203,1,48.22
612,1,69.45
220,1,95.51
419,1,462.54
164,1,205.0
230,1,63.27
219,1,125.85
270,1,106.97
213,1,48.27
118,1,71.25
498,1,23.0
301,1,101.73
301,1,305.13
490,1,475.97
292,1,53.1
140,1,139.42
96,1,482.72
530,1,64.51
114,1,35.23
148,1,103.04
346,1,168.2
183,1,70.4
138,1,26.16
284,1,64.11
309,1,518.15
266,1,68.73
226,1,202.06
117,1,182.02
161,1,350.09
189,1,121.74
573,1,232.15
563,1,283.15
413,1,57.48
459,1,77.57
97,1,694.04
498,1,37.0
256,1,228.8
484,1,36.59
330,1,55.0
564,1,177.76
120,1,35.77
140,1,53.19
291,1,310.68
76,1,42.86
219,1,181.6
466,1,55.1
309,1,98.81
368,1,574.7
189,1,16.65
253,1,258.68
112,1,201.14
207,1,158.51
121,1,105.38
111,1,94.58
213,1,328.35
74,1,34.71
236,1,194.8
144,1,1089.96
74,1,74.51
181,1,163.55
300,1,124.73
491,1,61.0
355,1,204.53
75,1,113.77
59,1,40.76
574,1,23.42
378,1,46.75
271,1,187.53
203,1,102.13
106,1,114.86
337,1,35.09
85,1,41.15
480,1,298.65
447,1,18.91
266,1,62.69
402,1,76.08
353,1,107.23
417,1,116.94
143,1,93.15
272,3,55.21
69,1,98.61
187,1,65.22
425,1,53.09
459,1,4.31
301,1,144.86
363,1,47.68
241,1,121.58
491,1,66.1
74,1,38.83
603,1,22.93
236,1,195.69
209,1,46.97
617,1,25.46
558,1,127.5
481,1,128.02
130,1,176.05
597,1,50.7
231,1,108.58
307,1,36.27
369,1,185.98
287,1,228.78
390,1,132.57
487,1,86.99
180,1,107.24
260,1,163.29
407,1,13.78
366,1,35.69
110,1,140.99
214,1,118.81
194,1,35.38
174,1,70.38
165,1,181.82
355,1,61.84
172,1,69.22
189,1,103.6
413,1,73.56
193,1,15.86
426,1,58.84
61,1,40.76
479,1,196.6
724,1,47.42
59,1,37.53
466,1,367.2
317,1,190.37
169,1,173.53
160,1,69.97
329,1,123.69
231,1,84.13
559,1,40.96
250,1,32.38
71,1,163.17
311,1,45.63
602,1,44.52
576,1,84.02
200,2,314.49
264,1,47.13
166,1,87.32
530,1,34.86
596,1,95.27
466,1,71.14
480,1,32.09
412,1,54.0
119,1,23.72
486,1,155.35
42,1,22.47
362,1,27.98
54,1,162.66
126,1,81.42
157,1,69.05
70,1,634.91
143,1,46.13
299,1,90.75
447,1,77.08
70,1,137.75
235,1,48.6
396,1,161.79
350,1,218.55
304,1,44.79
144,1,127.99
207,1,230.57
296,1,61.77
198,1,82.33
607,1,40.23
71,1,55.36
250,1,33.84
55,1,66.33
311,1,31.28
91,1,237.55
425,1,721.24
313,1,44.38
486,1,147.15
100,1,138.3
391,1,77.89
139,1,87.64
233,1,308.36
81,1,22.38
100,1,44.24
267,1,47.01
367,1,109.49
147,1,458.38
283,1,96.8
228,1,55.15
175,1,72.26
211,1,52.38
623,1,33.33
611,1,59.99
51,1,105.81
168,1,1388.68
524,1,43.25
356,1,506.1
491,1,32.09
67,1,27.78
222,1,160.16
196,1,142.1
132,1,224.14
45,1,120.95
420,1,55.1
418,1,155.14
322,1,32.77
273,1,95.21
167,1,71.33
304,1,132.44
128,1,32.29
71,1,170.46
88,1,153.1
119,1,33.42
41,1,1117.99
93,1,144.94
112,1,634.62
318,1,249.84
145,1,80.89
448,1,203.09
380,1,111.25
102,1,73.06
243,1,93.71
105,1,111.1
539,1,133.96
210,1,200.05
37,1,169.3
161,1,95.4
321,1,127.01
47,1,176.88
437,1,178.89
556,1,101.28
489,1,207.08
197,1,216.93
281,1,81.01
75,1,73.01
543,1,853.39
439,1,50.0
485,1,53.0
577,1,51.64
103,1,70.6
267,1,24.8
155,1,172.02
363,1,412.52
507,1,419.04
245,1,31.71
139,1,88.06
231,1,96.22
140,1,212.03
372,1,110.41
105,1,62.21
71,1,57.51
311,1,462.84
194,1,163.9
284,1,57.59
370,1,109.6
37,1,459.34
190,1,58.13
232,1,32.67
318,1,96.31
237,1,111.61
95,1,103.67
195,1,126.57
189,1,53.39
500,1,188.63
196,1,103.5
49,1,166.35
92,1,267.51
276,1,50.34
265,1,117.16
174,1,30.78
143,1,31.43
241,1,143.83
506,1,16.04
87,1,92.79
314,1,79.19
456,1,56.24
428,1,33.78
101,1,498.2
263,1,45.48
195,1,38.08
195,1,241.89
247,1,36.17
186,1,121.55
132,1,32.69
138,1,53.19
95,1,53.9
106,1,41.37
113,1,3.53
207,1,67.75
145,1,62.38
523,1,266.01
503,1,58.09
211,1,238.65
508,1,32.01
249,1,38.28
214,1,211.89
92,1,874.33
411,1,47.07
62,1,117.45
264,1,234.08
44,1,142.32
89,1,147.4
230,1,267.89
311,1,257.56
145,1,42.05
168,1,118.48
509,1,159.76
268,1,27.68
314,1,15.34
232,1,147.97
110,1,106.76
589,1,105.74
423,1,211.09
286,1,117.16
179,1,8.49
304,1,109.38
351,1,710.23
583,1,137.14
495,1,367.56
125,1,67.93
269,1,106.35
346,1,60.63
368,1,221.79
431,1,1.27
213,1,136.5
116,1,95.33
215,1,205.43
240,1,87.55
120,1,124.5
411,1,82.24
419,1,53.1
139,1,163.24
311,1,57.09
314,1,38.72
336,1,20.0
127,1,176.69
278,1,163.79
344,1,25.0
257,1,401.84
338,1,116.85
76,1,125.53
301,1,67.02
201,1,36.78
542,1,87.9
217,1,153.2
167,1,112.9
303,1,137.24
503,1,76.95
75,1,413.17
169,1,113.2
142,1,59.06
151,1,137.23
140,1,78.19
55,1,200.33
452,1,171.22
243,1,13.41
186,1,150.21
286,1,96.49
344,1,103.37
124,1,67.87
530,1,44.42
58,1,48.33
532,1,1488.14
227,1,44.09
107,1,129.59
351,1,320.11
571,1,19.86
297,1,95.02
320,1,428.02
381,1,145.67
233,1,67.5
325,1,354.16
361,1,41.09
530,1,50.86
197,1,86.08
464,1,227.27
265,1,124.21
241,1,407.48
211,1,67.53
2,1,137.03
521,1,1541.7
217,1,210.6
53,1,108.43
332,1,44.0
277,1,157.3
169,1,74.36
111,1,236.7
54,1,109.72
75,1,70.48
301,1,91.18
210,1,115.44
252,1,42.58
418,1,31.75
447,1,33.78
350,1,68.0
199,1,98.16
385,1,412.2
473,1,144.12
268,1,115.94
161,1,232.97
210,1,248.22
163,1,57.23
197,1,52.29
477,1,168.28
315,1,175.86
203,1,21.71
321,1,92.78
268,1,101.73
324,1,175.2
251,1,31.44
321,1,96.8
53,1,161.89
279,1,291.28
240,1,257.49
147,1,126.64
340,1,75.04
70,1,129.19
374,1,128.02
77,1,40.27
187,1,545.24
40,1,95.64
54,1,119.8
59,1,156.15
209,1,136.89
64,1,86.99
188,1,214.28
310,1,86.15
406,1,158.53
524,1,416.87
446,1,102.0
152,1,142.88
153,1,69.97
55,1,56.66
488,1,101.64
102,1,171.16
458,1,54.79
84,1,62.65
230,1,23.18
438,1,391.73
397,1,105.17
442,1,57.53
403,1,45.05
148,1,69.9
375,1,22.07
139,1,87.32
131,1,427.77
56,1,500.0
176,1,118.72
170,1,145.95
315,1,56.17
328,1,287.27
211,1,254.88
477,1,227.47
381,1,44.89
131,1,224.77
530,1,94.63
150,1,163.55
317,1,46.69
56,1,91.92
39,1,2187.42
81,1,114.85
356,1,218.1
232,1,378.74
383,1,191.58
276,1,95.02
265,1,214.41
207,1,88.78
208,1,38.13
584,1,143.1
218,1,76.18
115,1,117.96
40,1,179.27
356,1,198.41
171,1,165.59
490,1,37.73
42,1,116.07
313,1,29.09
171,1,111.66
539,1,33.47
290,1,65.0
277,1,187.57
93,1,99.75
133,1,98.04
299,1,138.6
579,1,139.81
200,1,259.19
56,1,351.22
371,1,77.57
514,1,79.07
410,1,121.38
244,1,181.26
111,1,105.75
378,1,47.35
398,1,80.73
43,1,20.0
245,1,163.79
432,1,170.82
385,1,92.9
317,1,39.78
150,1,148.59
134,1,153.96
211,1,119.45
179,1,69.93
516,1,31.51
289,1,17.83
64,1,47.8
139,1,43.71
145,1,154.81
369,1,60.75
488,1,43.0
148,1,52.71
274,1,51.85
392,1,69.14
575,1,25.62
208,1,97.37
190,1,54.85
287,1,74.17
76,1,138.94
511,1,75.63
448,1,134.2
420,1,30.0
88,1,98.15
59,1,63.42
419,1,231.27
348,1,40.1
76,1,186.26
317,1,45.59
287,1,118.65
178,1,74.76
600,1,139.59
543,1,30.51
194,1,106.07
511,1,155.14
203,1,30.69
153,1,416.64
430,1,71.53
195,1,202.16
412,1,112.84
368,1,114.03
383,1,206.09
239,1,71.91
75,1,100.06
345,1,284.81
72,1,139.15
542,1,1657.57
446,1,231.27
448,1,64.0
56,1,206.86
614,1,195.7
72,1,142.7
341,1,33.77
310,1,101.04
397,1,93.3
238,1,165.3
376,1,77.23
274,1,136.1
310,1,182.86
135,1,341.85
171,1,123.61
308,1,107.24
329,1,779.06
355,1,299.59
356,1,263.01
408,1,151.18
476,1,233.22
447,1,125.42
41,1,143.48
244,1,49.84
299,1,18.06
323,1,61.19
301,1,95.64
286,1,28.59
447,1,176.36
348,1,181.76
60,1,199.26
156,1,201.75
231,1,4.9
436,2,76.08
189,1,137.55
336,1,179.9
148,1,64.42
223,1,41.09
361,1,126.57
255,1,191.49
136,1,66.05
345,1,190.58
45,1,114.78
67,1,37.46
403,1,178.27
503,1,76.08
89,1,164.64
151,1,26.89
67,1,54.46
202,1,498.57
520,1,108.18
502,1,157.35
308,1,68.12
458,1,77.47
401,1,77.57
490,1,50.09
231,1,63.27
179,1,228.41
306,1,142.02
253,1,136.6
167,1,99.53
478,1,285.54
69,1,971.03
97,1,162.68
456,1,185.88
454,1,48.68
144,1,283.28
103,1,75.68
200,1,97.98
244,1,201.08
569,1,716.65
237,1,67.5
601,1,28.62
480,1,5.54
257,1,139.61
300,1,77.57
247,1,594.55
254,1,57.89
589,1,140.88
219,1,147.25
92,1,67.25
146,1,129.65
106,1,67.44
368,1,272.53
549,1,74.74
120,1,113.55
390,1,94.31
343,1,36.35
322,1,32.0
200,1,143.28
383,1,367.11
539,1,317.3
119,1,108.51
371,1,56.92
69,1,139.15
281,1,64.1
311,1,219.58
268,1,65.01
96,1,188.22
126,1,58.44
266,1,96.95
49,1,252.02
190,1,612.01
339,1,72.45
293,1,191.67
223,1,87.64
82,1,94.74
300,1,55.01
456,1,17.9
50,1,157.25
114,1,61.47
121,1,312.95
199,1,42.79
163,1,175.06
158,1,67.05
318,1,63.62
155,1,75.05
239,1,33.1
141,1,469.78
155,1,70.83
98,2,139.22
301,1,78.65
589,1,54.17
220,1,83.17
235,1,116.85
93,1,176.03
726,1,140.99
355,1,65.01
266,1,309.5
276,2,21.78
178,1,136.58
306,1,103.37
153,1,113.48
389,1,9.18
223,1,115.34
147,1,99.9
726,1,115.22
142,1,148.79
297,1,139.9
552,1,120.97
599,1,97.36
279,1,53.99
241,1,45.09
154,1,84.26
302,1,158.22
601,1,164.81
476,1,148.15
88,1,90.97
261,1,103.83
340,1,153.27
61,1,118.35
129,1,22.29
258,1,260.13
216,1,136.3
189,1,215.14
308,1,106.38
220,1,118.28
77,1,157.81
48,1,34.35
70,1,173.98
310,1,80.73
132,1,92.9
276,1,106.87
190,1,35.37
363,1,60.11
595,1,107.36
158,1,161.34
94,1,160.8
588,1,38.62
197,1,37.94
266,1,128.09
89,1,51.57
148,1,173.35
464,1,91.05
119,1,145.99
222,1,112.21
344,1,53.3
114,1,77.95
271,1,124.52
216,1,39.09
250,1,72.57
221,1,76.17
265,1,147.15
70,1,95.21
617,1,41.32
137,1,144.46
200,1,128.34
125,1,883.29
553,1,67.74
183,1,41.42
585,1,58.94
412,1,94.3
90,1,29.42
55,1,146.11
508,1,179.05
329,1,35.77
96,1,93.65
406,1,136.99
101,1,53.95
605,1,126.29
349,1,160.68
235,1,53.01
157,1,80.16
552,1,193.39
109,1,98.78
74,1,21.21
366,1,45.0
324,1,149.73
311,1,143.27
307,1,188.73
192,1,53.64
154,1,51.13
340,1,143.11
220,1,111.1
89,1,99.65
142,1,67.72
240,1,62.53
183,1,113.55
99,1,279.52
381,1,146.71
257,1,70.44
71,1,40.87
102,1,80.49
181,1,105.69
240,1,129.81
311,1,314.82
219,1,68.03
372,1,97.55
346,1,179.07
48,1,121.62
343,1,156.42
266,1,64.01
557,1,88.42
223,1,63.6
430,1,138.15
308,1,32.09
45,1,89.11
564,1,150.89
504,1,117.26
175,1,280.08
452,1,118.41
162,1,211.91
252,1,157.3
445,1,20.0
192,1,44.32
310,1,42.0
495,1,120.39
195,1,145.62
478,1,46.0
83,1,39.26
595,1,84.1
59,1,263.47
69,1,50.26
111,1,278.91
505,1,97.77
401,1,49.34
81,1,171.09
249,1,173.27
501,1,315.02
136,1,56.78
342,1,44.4
200,1,335.0
163,1,87.43
326,1,415.54
215,1,56.1
566,1,115.45
242,1,82.73
193,1,58.7
220,1,89.85
612,1,691.0
231,1,177.49
178,1,70.03
308,1,156.73
288,1,14.47
367,1,86.15
330,1,127.38
41,1,112.91
132,1,95.34
220,1,98.54
174,1,75.22
276,1,56.92
427,1,24.08
268,1,397.96
356,1,85.23
537,1,187.67
260,1,45.61
248,1,45.1
311,1,56.6
473,1,65.09
440,1,187.59
432,1,42.69
73,1,65.67
369,1,67.6
427,1,100.34
438,1,28.63
188,1,149.26
119,1,70.75
250,1,149.64
228,1,63.51
166,1,49.44
292,1,292.53
589,1,115.9
98,1,132.17
412,1,31.77
224,1,179.78
55,1,36.45
386,1,54.6
285,1,96.96
142,1,204.17
50,1,69.12
80,1,133.17
228,1,78.58
165,1,328.26
506,1,125.94
160,1,13.18
376,1,92.57
259,1,147.15
242,1,195.89
371,1,345.51
269,1,81.63
104,1,151.42
219,1,480.59
201,1,69.68
144,1,2036.04
215,1,39.84
486,1,89.58
272,1,83.22
95,1,20.75
358,2,27.66
424,1,68.04
304,1,99.43
318,1,197.2
416,1,157.27
180,1,150.5
193,1,117.27
294,1,112.83
426,1,47.77
77,1,59.0
311,1,254.22
441,1,147.35
196,1,69.05
604,1,109.68
252,1,177.56
449,1,63.82
427,1,148.06
102,1,155.23
378,1,127.25
283,1,147.16
161,1,48.22
79,1,55.06
211,1,95.09
462,1,170.32
105,1,112.42
236,1,123.52
349,1,19.29
251,1,214.83
222,1,65.09
356,1,116.94
152,1,61.87
115,1,195.86
569,1,107.27
152,1,98.06
152,1,69.97
65,1,256.77
143,1,64.23
146,1,108.88
474,1,242.02
254,1,68.89
520,1,94.84
363,1,38.29
440,1,104.62
92,1,82.35
162,1,182.12
56,1,48.21
461,1,77.66
185,1,132.3
60,1,305.3
301,1,28.62
243,1,120.76
47,1,14.89
440,1,78.18
203,1,168.58
235,1,178.98
381,1,314.34
351,1,232.71
495,1,26.6
459,1,26.16
469,1,185.57
344,1,550.93
348,1,37.38
237,1,211.6
88,1,143.87
434,1,172.45
560,1,54.74
251,1,48.54
258,1,175.56
305,1,35.0
60,1,218.48
506,1,105.28
70,1,76.07
477,1,233.89
350,1,104.87
208,1,112.25
389,1,200.36
216,1,190.98
46,1,72.75
207,1,80.89
272,1,94.68
164,1,209.92
206,1,48.14
513,1,69.91
608,1,282.46
374,1,160.35
385,1,128.05
293,1,391.52
212,1,228.65
332,1,166.8
405,1,230.34
68,1,575.68
261,1,182.91
470,1,73.34
225,1,103.27
118,1,31.96
206,1,169.87
173,1,438.51
232,1,61.88
308,1,602.58
316,1,35.0
202,1,74.07
584,1,412.62
309,1,37.14
288,1,20.75
423,1,52.09
310,1,72.96
309,1,12.53
307,1,108.91
216,1,124.5
50,1,107.48
113,1,83.32
424,1,44.1
397,1,146.54
310,1,92.74
344,1,37.78
97,1,118.35
269,1,256.2
161,1,168.88
122,1,128.66
117,1,68.05
43,1,116.56
116,1,46.05
373,1,40.0
395,1,85.57
62,1,103.72
221,1,116.13
399,1,83.84
148,1,47.23
381,1,106.87
109,1,324.89
507,1,15.85
134,1,199.17
349,1,226.74
230,1,112.89
85,1,28.23
192,1,111.6
127,1,139.49
216,1,203.09
70,1,193.02
198,1,182.7
288,1,96.88
494,1,129.01
233,1,85.92
201,1,257.61
49,1,78.19
280,1,109.79
164,1,175.94
514,1,539.88
134,1,172.13
165,1,222.45
347,1,46.78
145,1,128.55
442,1,227.27
372,1,66.89
126,1,112.62
545,1,66.67
186,1,52.69
221,1,55.0
580,1,112.3
502,1,203.98
340,1,729.65
43,1,231.41
118,1,316.26
258,1,117.94
52,1,316.14
406,1,46.84
49,1,38.27
49,1,33.23
432,1,59.09
219,1,205.53
311,1,162.85
138,1,157.75
180,1,73.16
59,1,32.7
311,1,127.48
160,1,61.22
99,1,120.05
286,1,79.24
561,1,128.88
360,1,29.46
448,1,227.51
306,1,49.09
409,1,60.75
300,1,29.75
121,1,112.62
107,1,1468.45
54,1,38.14
197,1,38.92
423,1,166.39
268,1,186.42
204,1,95.56
