recency,frequency,monetary
500,1,248.85
507,1,105.37
328,1,39.1
98,1,57.17
211,1,129.56
370,1,121.18
387,1,70.44
93,1,139.02
494,1,31.48
243,1,60.0
73,1,108.68
471,1,398.41
599,1,134.6
384,1,126.12
69,1,132.0
166,1,138.62
134,1,162.96
167,1,90.99
300,1,61.72
205,1,109.85
208,1,69.32
71,1,67.24
256,1,94.3
40,1,144.49
151,1,31.38
263,1,139.43
269,1,122.22
296,1,123.22
317,1,27.58
154,1,206.09
381,1,590.37
95,1,258.2
229,1,456.45
189,1,108.51
310,1,133.28
104,1,206.97
405,1,192.48
66,1,70.97
234,1,46.68
188,1,24.87
81,1,40.8
171,1,128.19
140,1,83.65
132,1,202.68
232,1,45.0
215,1,319.9
284,1,417.83
115,1,46.13
228,1,50.25
75,1,62.99
58,1,54.98
221,1,896.28
53,1,27.69
363,1,53.15
245,1,112.55
418,1,156.32
137,1,168.35
489,1,65.24
258,1,53.27
174,1,143.92
99,1,289.57
113,2,30.119999999999997
134,1,37.38
95,1,17.38
564,1,220.71
157,1,47.88
67,1,113.77
73,1,87.81
527,1,52.51
260,1,217.54
228,1,336.99
43,2,180.39999999999998
67,1,91.21
604,1,142.76
140,1,137.67
258,1,28.24
469,1,103.55
337,1,44.26
229,1,94.19
134,1,54.15
341,1,310.67
488,1,580.07
261,1,58.01
249,1,198.82
310,1,88.0
433,1,28.43
307,1,619.34
127,1,27.29
260,1,47.77
123,1,32.79
188,1,31.38
102,1,226.96
311,1,181.86
437,1,64.0
567,1,60.65
356,1,46.5
335,1,148.97
235,1,93.6
48,1,96.56
311,1,312.49
98,1,135.94
353,1,58.84
381,1,72.9
503,1,150.66
372,1,33.68
620,1,46.02
558,1,102.12
170,1,129.9
332,1,164.34
116,1,101.16
223,1,153.09
252,1,265.39
473,1,109.5
564,1,89.93
461,1,27.38
89,1,120.95
237,1,165.3
210,1,147.5
476,1,241.35
212,1,85.35
310,1,34.61
78,1,172.16
335,1,74.46
343,1,206.57
374,1,202.76
611,1,13.51
348,1,28.71
593,1,107.46
139,1,133.54
310,2,32.82
121,1,113.86
46,1,75.9
222,1,176.33
193,1,146.18
238,1,36.1
140,1,385.03
343,1,106.78
186,1,63.02
230,1,114.84
92,1,98.56
453,1,244.0
146,1,189.06
165,1,78.3
182,1,108.11
422,1,58.01
516,1,58.79
173,1,88.9
114,1,129.64
97,2,84.62
257,1,87.8
113,1,21.04
173,1,283.42
216,1,165.96
490,1,63.72
420,1,71.82
236,1,129.56
183,1,623.07
566,1,44.98
411,1,342.69
311,1,40.85
70,1,282.62
465,1,122.21
438,1,9.16
194,1,79.29
564,1,30.27
238,1,245.35
290,1,76.66
244,1,167.07
488,1,182.37
258,1,155.33
524,1,33.42
112,1,511.63
52,1,92.41
375,1,402.42
470,1,178.27
99,1,259.98
383,1,155.73
205,1,162.03
311,1,111.89
146,1,124.04
148,1,158.53
478,2,139.07
116,2,107.62
255,1,66.69
275,1,96.8
41,1,46.5
232,1,278.33
509,1,186.6
520,1,218.13
77,1,25.49
149,1,68.15
110,1,46.16
116,1,64.22
511,1,138.06
245,1,149.7
236,1,128.54
403,1,61.75
364,1,121.98
390,1,29.41
49,1,130.8
613,1,1323.3
171,1,51.28
183,1,102.47
41,1,490.99
299,1,134.38
219,1,28.04
402,1,207.65
442,1,81.72
37,1,0.31
157,1,318.97
90,1,111.32
105,1,140.55
191,1,32.38
113,1,41.53
411,1,141.43
150,1,145.91
259,1,20.68
251,1,161.54
383,1,59.34
294,1,122.37
114,1,64.68
424,1,436.5
237,1,163.06
406,1,87.62
165,1,78.44
532,1,75.53
119,1,187.15
327,1,30.79
397,1,40.34
117,1,119.64
302,1,45.14
300,2,100.17
195,1,19.07
275,1,172.93
613,1,118.03
291,1,119.4
55,1,143.31
544,1,77.16
267,1,193.9
150,1,1259.04
147,1,128.65
211,1,70.83
222,2,44.09
236,1,137.99
268,1,101.74
294,1,596.27
242,1,227.64
160,1,321.08
507,1,217.06
54,1,141.65
186,1,32.29
92,1,45.81
52,1,58.46
339,1,64.51
75,1,83.53
144,1,200.45
205,1,37.69
308,1,45.0
242,1,370.59
375,1,47.5
586,1,45.95
75,1,141.97
75,1,68.05
235,1,102.83
553,1,200.06
103,1,126.9
146,1,199.0
115,1,348.78
145,1,209.11
402,1,423.05
253,1,84.34
326,1,56.5
167,1,210.08
366,1,218.63
133,1,580.41
173,1,156.37
366,1,52.68
289,1,18.48
320,1,133.0
310,1,221.96
284,1,27.1
147,1,199.29
311,1,35.4
95,1,356.1
293,1,89.56
55,1,164.32
165,1,95.34
447,1,220.04
106,1,102.7
101,1,83.97
560,1,48.86
398,1,49.72
65,1,68.97
515,1,26.61
58,1,134.04
47,1,48.0
587,1,42.51
384,1,292.37
220,1,248.8
142,1,24.28
124,1,96.88
147,1,17.29
200,1,88.92
158,1,80.43
259,1,377.27
102,1,152.21
66,1,52.04
237,1,92.8
253,1,102.74
148,1,159.45
396,1,22.29
238,1,35.72
222,1,76.78
187,1,142.92
278,1,45.1
340,1,82.7
356,1,76.08
98,1,79.09
524,1,33.1
393,1,216.07
299,1,69.12
373,1,34.69
440,1,35.0
383,1,174.04
79,1,120.15
445,1,95.37
240,1,225.62
409,1,95.92
140,1,153.64
247,1,211.89
59,1,154.34
537,1,124.24
146,1,108.31
322,1,180.71
159,1,235.92
345,1,317.88
278,1,33.99
70,1,46.29
127,1,21.16
202,1,751.28
437,1,85.52
507,1,244.67
231,1,22.0
46,1,140.67
221,1,109.41
286,2,160.19
301,1,52.1
261,1,41.69
274,1,232.72
362,1,76.17
65,1,63.03
75,1,139.17
503,1,128.0
328,1,250.73
591,1,193.17
38,1,144.59
578,1,61.46
409,1,48.69
337,1,28.1
199,1,167.92
305,1,0.87
158,1,155.79
214,1,50.11
67,1,196.45
109,1,74.64
152,1,152.42
293,1,204.84
253,1,95.98
621,1,98.31
436,1,117.85
552,1,30.96
366,1,89.63
476,1,132.82
294,1,53.76
231,1,126.04
303,1,84.03
239,1,190.01
397,1,196.37
557,1,63.11
70,1,329.86
215,1,126.33
521,1,140.03
387,1,283.2
295,1,93.19
308,1,126.48
433,1,66.38
252,1,71.14
299,1,175.77
111,1,31.72
78,1,519.91
459,1,23.27
412,1,107.78
53,1,19.06
488,1,131.42
159,1,232.54
476,1,155.14
101,1,224.19
494,1,308.43
484,1,300.83
312,1,522.98
550,1,106.78
490,1,1250.42
236,1,90.17
503,1,96.83
208,1,45.29
452,1,159.86
222,1,54.11
481,1,117.62
141,1,104.79
339,1,297.71
309,1,103.37
203,1,62.2
235,1,98.35
179,1,103.0
470,1,89.02
267,1,41.17
524,1,104.7
328,1,30.84
168,1,199.75
311,1,689.19
34,1,38.36
331,1,21.01
384,1,106.16
422,1,125.42
390,1,61.0
450,1,137.97
471,1,76.57
272,1,99.15
198,1,196.68
152,1,312.64
308,1,62.44
459,1,188.45
395,1,33.39
348,1,300.11
122,1,197.14
538,1,65.95
343,1,70.14
579,1,187.45
95,1,54.58
366,1,190.37
46,1,40.17
463,1,38.0
448,1,126.89
259,1,117.93
380,1,396.32
409,1,37.41
127,1,84.76
344,1,147.52
166,1,72.77
512,1,35.13
487,1,470.02
311,1,42.47
300,1,58.62
502,1,69.12
263,1,158.07
340,1,163.65
77,1,171.51
216,1,25.7
134,1,216.4
311,1,86.15
498,1,48.69
46,1,58.37
566,1,245.45
140,1,68.82
113,1,645.26
171,1,268.59
556,1,126.18
374,1,117.94
442,1,165.51
451,1,60.0
309,1,0.23
168,1,826.8
445,1,74.78
228,1,54.18
369,1,80.19
242,1,111.37
331,1,77.16
172,1,418.75
304,2,52.63
85,1,72.98
327,1,101.71
223,1,450.53
566,1,89.53
69,1,124.07
47,1,151.92
159,1,174.86
199,1,28.59
413,1,147.29
323,1,208.55
240,1,54.66
395,1,1232.85
363,1,97.87
270,1,352.66
256,1,203.67
507,1,176.18
465,1,46.01
54,1,65.35
69,1,22.39
450,1,136.6
417,1,297.49
195,1,33.79
437,1,144.76
193,1,37.38
189,1,111.85
464,1,77.57
252,1,35.0
279,1,78.73
141,1,37.13
87,1,186.91
44,1,68.38
358,1,92.3
179,1,88.28
75,1,118.35
151,1,199.8
368,1,25.33
270,1,52.79
125,1,152.58
433,1,65.0
35,1,118.35
231,1,75.85
70,1,148.7
286,1,99.75
68,1,32.24
507,1,68.3
452,1,115.36
96,1,187.15
215,1,215.14
239,1,236.82
96,1,80.63
307,1,125.42
82,1,241.93
87,1,47.91
53,1,75.68
61,1,892.75
179,1,30.69
256,1,124.33
237,1,46.78
264,1,376.26
398,1,73.34
168,1,95.31
492,1,143.86
152,1,0.26
335,1,93.24
148,1,101.18
493,1,165.67
58,1,351.18
311,1,60.75
364,1,49.75
432,1,50.09
312,1,112.71
441,1,148.47
330,1,81.21
267,1,230.75
443,1,55.85
145,2,15.0
570,1,117.82
162,1,313.53
546,1,121.87
127,1,10.84
215,1,52.18
147,1,192.68
350,1,205.07
132,1,108.68
195,1,28.73
63,1,29.4
232,1,32.1
327,1,58.59
305,1,72.05
56,1,113.89
186,1,166.62
439,1,146.47
228,1,31.75
411,1,66.78
372,1,105.28
138,1,162.21
481,1,48.09
408,1,60.34
400,1,228.87
459,1,86.81
118,1,77.99
189,1,171.12
595,1,201.89
50,1,1291.39
581,1,242.1
191,1,39.95
124,1,205.99
487,1,100.33
485,1,197.5
459,2,66.72
565,1,63.81
329,1,102.18
396,1,24.87
144,1,146.68
208,1,465.0
118,1,86.64
580,1,1246.34
146,1,40.23
44,1,61.4
381,1,49.34
474,1,209.86
291,1,147.15
306,1,292.28
197,1,99.52
297,1,56.01
167,1,200.88
86,1,152.72
424,1,73.34
259,1,36.84
183,1,181.59
97,1,133.8
143,2,76.34
409,1,36.78
607,1,25.51
234,1,30.11
519,1,325.92
118,1,260.6
311,1,66.67
80,1,500.64
277,1,97.09
204,1,657.05
211,1,107.78
535,1,322.17
263,1,872.17
356,1,466.81
58,1,78.58
277,1,130.0
97,1,186.44
365,1,47.44
193,1,193.59
255,1,30.75
48,1,498.79
410,1,135.92
312,1,57.82
240,1,215.83
341,1,47.81
245,1,20.99
356,1,36.01
112,1,66.11
381,1,94.63
214,1,60.44
161,1,465.27
100,1,367.45
529,1,132.23
333,1,209.48
91,1,73.4
335,1,128.46
221,1,25.0
199,1,64.83
226,1,76.18
270,1,204.01
434,1,40.01
209,1,87.97
552,1,303.11
152,1,58.22
545,1,141.28
119,1,116.76
202,1,45.13
363,1,70.74
353,1,69.15
300,1,559.92
323,1,75.85
89,1,114.81
395,1,155.14
492,1,38.0
460,1,120.49
194,1,158.54
147,1,128.21
494,1,105.37
82,1,132.9
116,1,108.11
148,1,77.89
249,1,22.37
369,1,154.32
73,1,45.91
611,1,135.3
57,1,275.97
104,1,111.42
224,1,60.72
356,1,238.6
293,1,192.0
55,1,78.42
138,1,769.34
339,1,28.29
109,1,153.61
566,1,670.7
415,1,61.91
518,1,72.99
469,1,294.7
358,1,175.57
438,1,156.51
199,1,128.26
347,1,135.95
55,1,120.31
557,1,49.51
278,1,49.24
278,1,103.14
326,1,27.98
494,1,426.09
493,1,46.28
429,1,868.19
344,1,31.75
213,1,118.07
299,1,63.88
402,1,73.14
506,1,202.87
330,1,210.72
275,1,141.32
232,1,27.05
387,1,51.78
147,1,38.82
603,1,107.27
387,1,90.73
97,1,142.63
196,1,45.22
356,1,113.01
555,1,187.47
217,1,196.01
369,1,270.36
343,1,112.79
721,1,192.56
62,1,158.79
70,1,195.53
71,1,52.58
38,1,94.66
304,1,60.75
320,1,54.5
232,1,41.27
159,1,82.9
256,1,8.72
438,1,102.03
226,1,94.3
469,1,51.72
139,1,216.3
598,1,59.01
241,1,45.09
223,1,38.62
137,1,65.34
46,1,108.77
311,1,33.85
361,1,128.08
306,1,277.96
332,1,429.52
186,1,296.64
215,1,28.0
176,1,20.28
386,1,69.24
216,1,514.92
432,1,13.05
63,1,34.84
577,1,110.3
215,1,100.7
185,1,61.96
92,1,71.35
313,1,90.88
126,1,177.98
131,1,2.97
234,1,166.5
150,1,354.23
127,1,114.85
146,1,72.39
63,1,73.38
237,1,354.98
143,1,163.21
129,1,26.77
727,1,18.62
189,1,75.25
146,1,78.3
63,1,68.43
440,1,170.58
163,1,88.0
191,1,32.43
365,1,36.85
108,1,265.45
308,1,771.69
68,1,40.83
504,1,105.28
127,1,38.18
146,1,85.41
453,1,741.44
268,1,28.14
434,1,107.03
434,1,132.03
272,1,96.8
43,1,146.83
37,1,265.64
406,1,55.37
400,1,57.63
459,1,124.69
419,1,409.54
386,1,283.78
308,1,77.57
348,1,295.38
214,1,34.0
252,1,176.87
323,1,163.58
260,1,173.77
293,1,35.69
489,1,82.73
290,1,75.67
138,1,31.05
322,1,62.01
162,1,265.6
257,1,151.99
608,1,376.89
70,1,73.49
440,1,36.71
411,1,219.3
48,1,90.18
213,1,79.26
236,1,7.25
304,1,567.95
49,1,502.27
325,1,411.69
192,1,242.13
302,1,56.62
209,1,154.55
288,1,183.73
432,1,38.71
549,1,116.0
104,1,33.13
446,1,28.0
232,1,186.41
300,1,139.09
516,1,217.82
80,1,0.92
363,1,155.14
417,1,60.0
598,1,71.71
145,1,235.92
399,1,72.14
90,1,93.22
362,1,125.0
171,1,308.68
121,1,366.51
138,1,36.87
445,1,112.71
56,1,88.12
278,1,63.33
166,1,87.5
487,1,31.6
479,1,125.24
348,1,165.48
110,1,489.38
355,1,107.28
230,1,362.0
150,1,72.39
184,1,110.26
186,1,104.86
250,1,104.19
539,1,139.27
301,1,97.87
59,1,134.36
238,1,225.21
337,1,58.59
504,1,42.11
193,1,439.44
193,1,75.51
47,1,101.37
248,1,71.04
377,1,186.46
266,1,54.0
451,1,72.56
390,1,32.78
494,1,125.52
319,1,84.59
260,1,98.8
268,1,912.55
416,1,601.55
107,1,79.31
556,1,76.11
249,1,34.77
202,1,60.44
162,1,37.94
202,1,335.04
303,1,159.28
381,1,46.76
224,1,148.79
379,1,150.47
55,1,743.04
527,1,219.46
221,1,36.17
60,1,92.15
81,1,138.84
188,1,83.38
440,1,231.27
66,1,56.6
286,1,80.98
154,1,93.82
171,1,116.6
150,1,69.9
438,1,105.37
375,1,156.64
308,1,70.72
164,1,110.36
67,1,38.14
264,1,206.87
51,1,58.19
256,1,102.64
279,1,141.5
192,1,26.78
235,1,29.1
431,1,501.08
231,1,37.68
98,1,20.29
202,1,184.04
82,1,82.27
342,1,123.01
336,1,57.6
257,1,163.79
211,1,72.14
256,1,61.68
511,1,86.15
260,2,122.13
263,1,69.33
542,1,192.56
125,1,45.13
484,1,103.55
308,1,171.03
622,1,367.56
316,1,70.13
152,1,147.9
427,1,77.57
313,1,76.89
222,1,110.59
483,1,50.94
390,1,43.1
252,1,157.3
91,1,37.85
511,1,51.69
213,1,54.13
140,1,114.57
417,1,97.79
219,1,37.09
399,1,77.57
196,1,360.79
535,1,94.63
473,1,86.02
591,1,177.59
432,1,78.86
158,1,73.27
491,1,82.73
315,1,411.21
282,1,81.38
394,1,265.31
305,1,49.8
318,1,128.72
342,1,86.15
49,1,133.14
503,1,97.78
213,1,554.32
311,1,109.18
290,1,28.75
405,1,32.09
154,1,67.13
495,1,686.02
279,1,113.34
72,1,267.88
115,1,36.39
256,1,102.28
478,1,113.38
161,1,53.61
401,1,66.69
138,1,216.18
47,1,77.11
356,1,57.68
461,1,53.1
140,1,227.48
335,1,35.09
310,1,113.42
380,1,188.47
553,1,427.16
443,1,90.72
265,1,162.02
406,1,129.45
61,1,142.65
312,1,35.09
148,1,131.11
123,1,154.12
207,1,65.13
288,1,65.1
530,1,57.55
334,1,397.02
220,1,61.51
62,1,123.68
270,1,843.62
124,1,490.79
139,1,278.67
401,1,962.82
496,1,197.47
397,1,86.15
612,1,71.8
421,1,137.18
326,1,44.69
159,1,257.25
78,1,148.94
51,1,153.1
417,1,552.18
440,1,114.45
52,1,122.49
285,1,169.01
212,1,247.93
301,1,106.16
222,1,42.78
153,1,47.25
253,1,201.74
250,1,380.68
64,1,133.71
142,1,116.66
263,1,340.5
210,1,137.37
164,1,207.24
326,1,56.78
225,1,37.75
323,1,136.47
70,1,57.17
115,1,167.02
465,1,55.28
69,1,47.0
163,1,48.87
447,1,43.1
392,1,100.86
537,1,27.96
311,1,59.17
152,1,113.11
139,1,63.35
496,1,308.43
399,1,138.97
504,1,77.63
285,1,136.6
497,1,41.25
524,1,98.84
153,1,126.03
462,1,167.61
61,1,90.58
306,1,169.52
108,1,63.48
199,1,102.85
488,1,296.61
418,1,24.68
109,1,69.45
325,1,155.14
413,1,355.76
92,1,50.24
556,1,52.95
196,1,54.34
133,1,41.28
104,1,27.3
604,1,207.51
57,1,118.35
280,1,194.48
55,1,265.84
53,1,92.41
172,1,133.21
69,1,3184.34
70,1,19.16
57,1,68.4
397,1,20.0
147,1,208.81
287,1,64.0
435,1,63.01
557,1,54.01
571,1,115.81
190,1,113.96
265,1,41.1
427,1,95.21
381,1,84.07
293,1,154.17
188,1,100.36
75,1,133.18
192,1,297.2
399,1,105.28
458,1,86.64
78,1,172.16
482,1,101.33
40,1,1342.63
618,1,77.06
601,1,118.88
385,1,328.54
413,1,92.85
96,1,188.28
112,1,148.2
144,1,82.33
295,1,270.16
567,1,195.95
474,1,87.71
297,1,45.09
416,1,215.01
198,1,192.74
218,1,329.58
453,1,38.01
335,1,644.9
138,1,16.39
258,1,712.29
102,1,32.37
299,1,267.94
235,1,53.01
63,1,351.25
78,1,157.48
619,1,751.05
305,1,33.09
90,1,45.52
379,1,228.8
450,1,176.55
112,1,133.26
191,1,105.15
447,1,70.17
38,1,365.38
405,1,142.57
524,1,24.94
74,1,101.55
170,1,168.65
158,1,62.7
212,1,111.2
414,1,185.05
416,1,27.09
163,1,241.15
59,1,156.7
485,1,138.11
441,1,30.69
220,1,117.94
334,1,55.1
124,1,240.82
434,1,511.74
572,1,78.26
100,2,100.69999999999999
208,1,124.85
127,1,22.69
399,2,301.36
600,1,115.72
213,1,54.51
602,1,47.2
61,1,414.46
309,1,62.82
297,1,351.69
58,1,122.19
46,1,91.03
256,1,49.17
430,1,129.01
130,1,99.92
346,1,145.5
305,1,246.37
624,1,64.46
89,1,203.9
236,1,173.66
40,1,136.83
406,1,75.8
83,1,94.74
484,1,66.01
295,1,130.32
55,1,34.51
613,1,425.02
48,1,83.56
99,1,52.18
318,1,248.94
397,1,88.72
360,1,120.22
541,1,18.06
370,1,63.01
425,1,747.25
475,1,65.0
225,1,136.6
162,1,320.28
212,1,167.39
349,1,379.0
139,1,179.0
197,1,47.69
132,1,157.55
111,1,68.99
114,1,312.7
305,1,63.84
40,1,155.95
493,1,51.66
235,1,121.58
223,1,49.44
221,1,52.2
429,1,124.96
483,1,67.01
371,1,50.84
324,1,163.53
145,1,176.0
42,1,155.03
196,1,68.13
69,1,37.85
106,1,76.61
194,1,214.11
85,1,498.14
59,1,102.57
288,1,44.11
477,1,47.68
107,1,140.22
153,1,172.92
218,1,177.49
288,1,100.34
129,1,122.41
180,1,270.88
411,1,73.34
311,1,27.77
249,1,83.22
129,1,119.25
246,1,172.84
375,1,83.56
206,1,235.39
271,1,131.62
290,1,171.93
446,1,48.69
565,1,225.14
193,1,83.65
214,1,45.31
280,1,344.62
587,1,245.68
154,1,64.03
276,1,90.75
311,1,92.99
200,1,164.36
497,1,235.2
189,1,166.92
589,1,54.01
239,1,86.8
110,1,117.36
103,1,79.61
564,1,230.78
162,1,772.08
165,1,47.05
238,1,87.96
105,1,406.6
308,1,68.61
502,1,102.03
350,1,218.35
321,1,35.88
243,1,111.8
57,1,114.91
150,1,612.54
116,1,124.7
226,1,153.32
136,1,31.03
197,1,26.86
74,1,42.6
634,1,24.42
412,1,280.08
315,1,55.09
173,1,198.13
311,1,42.0
172,1,43.94
245,1,109.41
151,1,119.67
496,1,183.93
428,1,113.98
607,1,74.83
554,1,60.01
431,1,199.51
607,1,70.28
532,1,135.25
602,1,251.28
46,1,153.16
312,1,352.55
336,1,446.0
305,1,71.14
480,1,99.25
293,1,24.9
217,1,139.62
138,1,106.19
222,1,29.77
259,1,27.09
254,1,128.24
472,2,13.379999999999999
119,2,109.01
54,1,130.4
112,1,25.97
341,1,34.71
140,1,109.22
116,1,370.23
189,1,162.37
157,1,9.83
498,1,29.09
73,1,237.43
530,1,115.9
59,1,101.85
103,1,113.43
358,1,214.14
559,1,145.01
204,1,118.82
392,1,246.36
519,1,130.75
586,1,47.48
572,1,101.14
308,1,75.68
102,1,235.03
511,1,258.9
188,1,142.12
519,1,182.91
132,1,152.41
271,1,453.33
440,1,179.78
69,1,501.45
160,1,236.19
403,1,75.69
522,1,183.67
247,1,224.71
106,1,143.49
335,1,260.92
153,1,99.9
239,1,106.08
58,1,148.7
268,1,615.44
316,1,31.85
242,1,84.64
222,1,36.15
161,1,71.74
176,1,158.04
171,1,99.95
375,1,192.03
325,1,126.81
234,1,101.31
162,1,48.13
584,1,218.13
181,1,163.92
307,1,61.78
445,1,70.03
322,1,88.08
142,1,136.46
184,1,247.16
630,1,151.37
357,1,185.9
251,1,31.28
36,1,336.16
607,1,40.52
49,1,184.68
487,1,44.69
245,1,299.37
330,1,92.19
350,1,61.8
63,1,14.9
229,1,44.09
553,1,62.84
77,1,227.82
544,1,114.9
292,1,98.14
131,1,187.1
113,1,157.43
456,1,60.85
76,1,269.25
350,1,138.66
311,1,146.57
85,1,707.72
209,1,104.42
56,1,45.3
204,1,82.9
203,1,60.88
148,1,66.33
545,1,171.69
317,1,118.93
310,1,39.2
509,1,210.2
347,1,50.53
215,1,122.87
76,1,25.0
461,1,20.68
218,1,39.59
276,1,92.57
213,1,198.28
294,1,50.1
221,1,150.39
428,1,66.6
571,1,73.92
315,1,196.01
276,1,87.76
79,1,223.19
209,1,52.78
395,1,20.69
496,1,81.89
488,1,368.92
179,1,38.53
537,1,141.1
339,1,1479.51
68,2,249.5
182,1,617.81
318,1,845.81
217,1,120.0
174,1,242.95
353,1,64.1
88,1,100.69
76,1,275.38
295,1,137.6
244,1,181.6
193,1,141.5
109,1,68.44
303,1,74.07
173,1,295.26
71,1,68.44
423,1,61.11
228,1,38.1
376,1,31.71
211,1,236.17
67,1,150.36
224,1,531.75
47,1,73.49
334,1,73.34
403,1,94.99
129,1,54.69
300,1,29.07
369,1,1023.9
292,1,73.48
543,1,52.34
347,1,201.65
448,1,44.09
93,1,112.72
479,1,92.38
133,1,68.13
422,1,265.49
549,1,51.71
263,1,18.26
236,1,27.77
109,1,197.58
140,1,223.51
69,1,42.27
392,1,71.83
238,1,80.11
332,1,211.48
374,1,163.81
311,1,65.76
409,1,49.0
75,1,217.88
239,1,27.68
406,1,32.11
120,1,340.07
370,1,168.29
415,1,49.09
561,1,45.86
171,1,126.56
469,1,74.46
123,1,87.64
116,1,209.96
222,1,60.85
409,1,64.62
406,1,69.14
576,1,18.76
228,1,105.29
452,1,136.6
250,1,61.01
159,1,123.27
298,1,158.1
189,1,97.65
311,1,96.8
252,1,46.01
189,1,178.36
62,1,154.18
429,1,46.8
419,1,205.75
324,1,217.45
406,1,31.38
74,1,92.3
504,1,75.57
411,1,64.28
390,1,50.0
157,1,32.42
266,1,441.16
169,1,52.34
311,1,74.16
523,1,43.83
344,1,32.1
56,1,159.68
347,1,97.87
327,1,96.8
163,1,136.75
37,1,50.22
350,1,177.46
236,1,2.72
465,1,33.17
70,1,100.0
453,1,218.63
68,1,163.9
250,1,62.69
427,1,180.77
595,1,407.05
575,1,89.56
160,1,109.5
182,1,27.39
301,1,827.91
376,1,101.06
447,1,81.76
270,1,65.0
264,1,124.52
545,1,172.67
360,1,74.03
259,1,41.14
567,1,99.26
369,1,175.82
514,1,76.05
247,1,1172.45
252,1,72.22
333,1,62.0
104,1,53.48
40,1,400.2
211,1,1019.11
168,1,208.0
482,1,166.63
93,1,34.23
401,1,221.21
200,1,69.94
256,1,58.1
243,1,868.59
158,1,70.97
163,1,67.05
484,1,154.79
311,1,172.0
537,1,82.97
306,1,224.84
121,1,50.0
49,1,143.47
342,1,142.41
457,1,197.95
49,1,157.79
278,1,270.28
134,1,13.21
63,1,175.09
63,1,400.68
201,1,206.82
615,1,179.83
62,1,97.89
160,1,146.34
510,1,89.55
218,1,284.43
148,1,61.33
383,1,41.85
56,2,11.58
69,1,27.46
317,1,64.0
85,1,238.38
251,1,64.18
427,1,30.0
600,1,142.89
280,1,67.53
313,1,93.3
158,1,47.69
204,1,105.08
154,1,34.39
120,1,436.49
158,1,222.1
173,1,141.73
259,1,32.3
397,1,32.94
323,1,88.89
480,1,95.68
54,1,98.65
194,1,28.13
277,1,38.01
458,1,50.5
311,1,206.93
49,1,116.83
82,1,16.39
311,1,348.13
389,1,106.29
146,1,50.5
292,1,89.27
364,1,160.83
144,1,274.71
348,1,57.76
381,1,63.11
165,1,1109.3
530,1,84.6
152,1,57.69
439,1,79.56
139,1,40.19
207,1,63.23
419,1,25.1
385,1,94.92
202,1,349.11
198,1,166.59
435,1,52.47
88,1,119.88
511,1,41.09
302,1,46.84
43,1,93.86
138,1,51.13
498,1,39.24
184,1,603.64
452,1,72.84
252,1,144.9
384,1,850.0
406,1,55.01
309,1,144.75
509,1,107.01
578,1,128.95
316,1,54.75
493,1,563.16
510,1,55.0
71,1,22.29
155,1,116.57
226,1,216.85
404,1,18.12
295,1,87.64
417,1,183.53
56,1,68.43
255,1,114.44
118,1,158.85
249,1,162.55
60,1,137.93
300,1,55.0
312,1,125.42
539,1,1400.33
168,1,46.22
142,2,27.6
175,1,148.69
187,1,31.51
323,1,113.41
528,1,75.11
222,1,190.88
321,1,69.13
182,1,144.35
57,1,88.58
459,1,105.28
213,1,1143.22
311,1,66.64
200,1,72.36
317,1,20.68
102,1,58.36
184,1,119.02
268,1,281.26
68,1,170.44
397,1,935.36
300,1,81.23
208,1,79.41
82,1,100.59
325,1,117.85
266,1,55.85
139,1,109.6
343,1,99.43
512,1,482.38
559,1,2.37
189,1,26.79
153,1,219.32
199,1,40.22
544,2,269.18
146,1,64.23
167,1,69.9
139,1,32.0
564,1,214.87
64,1,59.56
49,1,93.85
276,1,103.35
144,1,116.66
67,1,69.69
411,1,15.92
180,1,26.49
468,1,60.85
140,1,521.56
332,1,32.69
130,1,31.18
145,1,44.46
600,1,75.48
433,1,148.15
316,1,126.99
336,1,107.78
172,1,206.49
242,1,66.78
438,1,119.08
172,1,120.84
271,1,160.76
197,1,32.37
384,1,46.81
316,1,69.49
91,1,48.3
174,1,72.76
397,1,116.94
270,1,93.28
285,1,117.85
50,1,66.67
136,1,134.23
90,1,196.41
216,1,218.45
214,1,2276.1
278,1,135.49
311,1,200.0
237,1,42.68
374,1,163.81
78,1,141.94
268,1,125.14
605,1,57.1
265,1,408.1
440,1,51.8
258,1,37.77
346,1,64.09
428,1,55.69
42,1,133.0
270,1,92.26
614,1,81.54
252,1,64.1
120,1,285.19
41,1,57.16
166,1,111.72
469,1,21.78
529,1,192.56
132,1,128.68
158,1,541.42
196,1,197.99
266,1,196.01
355,1,67.68
55,1,257.67
558,1,65.53
63,1,128.77
259,1,50.0
421,1,132.02
139,1,89.46
481,1,67.88
171,1,39.13
377,1,115.84
546,1,330.27
298,1,160.76
169,1,260.58
308,1,30.84
46,1,31.23
400,1,33.59
404,1,188.45
161,1,221.29
219,1,236.97
256,1,254.01
571,1,75.43
481,4,4.23
139,1,119.57
67,1,584.08
439,1,250.0
198,1,28.51
145,1,126.21
41,1,128.4
110,1,97.65
535,1,127.01
364,1,153.17
407,1,67.05
601,1,121.16
44,1,105.85
399,1,228.78
292,1,121.69
43,1,68.36
480,1,27.75
299,1,629.48
140,1,236.5
211,1,57.67
103,1,78.76
241,1,135.0
236,1,115.45
147,1,52.05
326,1,136.28
509,1,109.31
108,1,150.74
