customer_unique_id,recency,frequency,monetary
073a0317f213dc51964b6f8d3344c592,10,1,37.77
0741ddca958232fa01e77154d45b1fb4,40,1,130.25
0751ebe1c05ef7a632934adae06c6d4a,28,1,92.1
0759d933887c91f517086ed1bbac859b,63,1,376.04
0768877a5dbf444856920314ffacd831,3,1,73.43
076b7055bea51da430d6a6fa054e5075,21,2,113.96000000000001
07734c4d78f0f9254aaac9fd4eaca36c,1,1,28.76
077cf183fbf968bb170f313cf8bfec68,90,1,191.54
07849663dcf359516f0619736716b7c5,3,1,85.16
07a934d1a0dbd0136bb380c9010fe3eb,59,1,262.13
07b3b646972c58fad3127e0dbdfc26ed,21,1,42.68
07c22a44928ca8ae6bc30e698c41d053,53,1,755.54
07d3ab81663d931c7a5168e5ecf9964e,57,1,35.79
07d559aeede7894ccb00905004c31be4,64,1,33.51
0800b40b1751d9f66189ef534f22e03e,25,1,322.56
0808e93c01b63726a3e046c3f3236e09,18,1,23.77
080e9f068e464dd0fc1a7bc98425b12f,65,1,202.62
0815bd70689b5bb8ba3993746c9574a0,45,1,58.27
08166f338dfe33955d8de821ad099e5a,83,2,309.12
08251ea189c6265f214a279513a8225c,32,1,74.05
0826e933ca018e8b6d1ceaad86d82691,30,1,127.6
082c88e2e1a130417fc95d681d6a427b,54,1,148.22
083498d5fbdd0f87b140bdcfbc55dbe7,61,1,91.07
08356b77e4dd0fa07cfadac1a45eaec7,60,1,673.2
083f2bb9b4d2b79d82095cda873e31b0,40,1,30.1
084281f321e4fd4e18336de035169c54,13,1,61.8
084366719c9127e938b149e75dd48ad8,63,1,41.42
0843beadc804cc913010b4a197b80b78,17,1,292.45
08443602ecb69ac3eefdf50e98098633,20,1,114.44
084fda7ed25e2b249c425263a2197bc0,66,1,121.04
086128fec7b737d40b44c216e0f104d7,9,1,75.4
0869556a74c1037d07dce30201d21d91,30,1,130.2
086d6b5b5ba195a91aa0a6ec8e75d1a4,47,2,995.1800000000001
0872edb299cc877db83f28df3d3f5ecf,14,1,107.78
0876a5ca1dc1c5800e5c017cb2d94ce7,27,1,446.82
0885697bf4809cb17c520fb4075ca3cc,8,1,187.38
08866945ffb898dc38546a5322439203,22,1,198.57
0888601c1fbdae1f6099d3c14cba9457,53,1,201.43
088e47ed760dc3f95592399aead4a0e6,37,1,158.46
0892c1b4ceb4a62704abbb711a74c4dd,31,1,40.28
089b6478aff75229f5abd18d5c8fcc28,43,1,58.27
08a26f73b94297d13b59e2e7d1e3f5e7,16,1,116.84
08aaa460d54b5eabcb6e8189140b97ad,7,1,168.2
08aaace6cb0bfa3f5b13bde7f393eb3f,1,1,76.17
08ace7013f8d75a59a41103e95d17a4f,36,1,81.89
08adae45275ef9f22a5d5b043d50e8b9,18,1,75.65
08af270792ec7cdbc72fe11c1c353695,76,1,51.71
08bf80050747f02a7b29b40f967e1f49,55,1,64.37
08bfcb6437da0562a0b6d9f4cc5c7d2b,58,1,492.46
08cb049b7f3836800587985c7ec04676,53,1,102.83
08d1825b8f6d330d3ef8073ec9b3978f,82,1,142.27
08d9c598bb8eaf10cb62de8743666859,72,1,101.14
08de1b6a920e67bc6c09b4127571e497,27,1,35.0
08dff62fceeec04efaebc4c91cc17f08,31,1,158.62
08e196b17b4c622560db468411547e92,86,1,130.85
08e3a5cc324f563d7914b2e2ac3685d6,88,1,702.48
08ef7098aaddca9811a48011d37f850a,10,1,53.85
08f6e317b471e0ac9552060d98020c2d,67,1,208.07
08fbcc1dee82c31badc83a638aa345e8,63,2,292.47
090511b03435e8bfd6fd4f35cf04bc9e,3,1,32.09
091a9495963cef2bbb8d614c9a03721b,67,1,219.98
091afd743e817cf8c0be2cb5a4e5271e,34,1,513.9
091d7f5b87a837d9b5790109b63ff1ac,45,2,107.78
0921d0af4a7eb63336e34e62dbbf7004,20,1,135.22
0922b228e2f5fb61a624ee01c20345c4,40,1,83.93
09252bc15c7c9e9b2538343227d15826,16,1,90.88
092d9a82f879163bc21cc66a73145b96,29,1,52.28
0934600022d7017b02d95ef574d80d02,13,1,180.6
0936b59e52d209d5583eeb396f2e38cf,27,1,148.15
093723a103e8b73b2675d7082b8436d0,82,1,169.62
093afe7cac6e0472bc762f850cfac378,85,1,47.92
093cfe240a2714354fc5138411f9ae50,68,1,97.2
093d2dbaa3ef0b3cd2ab570259244104,31,1,131.16
094cdf731c72158b5eca9b17903065c1,86,1,44.96
0957a63bad23ff7aa7cafb23444dd42a,2,1,58.69
095e7c124c5c1ccb1eb9f731152eae6a,75,1,91.16
095e8a273f050a7b6c1817d35b11d283,44,1,150.34
095f244a8496bb26d8eefbc7848e08f2,16,1,594.78
096b89eac72217a0dae8da7aea54c00b,45,1,145.65
096e351116755fe4c3c1e48eaf301a41,45,8,217.49
097442a1538f33ea89dbbe3779fe6db0,6,1,117.94
097c28892c718f31ed9aded0fd0a8991,22,1,148.06
09810f7d65ef7c45126515bfd64b3a5b,87,1,50.05
0981a271500799427cdf345e9121e20b,74,2,162.28
098433b9f9255997177c7dfb1dc8fb87,60,1,34.51
099860be20edbbb9c14e78942a36a64c,53,1,316.26
0998bf56b5b6f78fed7d753b59254727,4,1,126.92
09a2a3befff4ee3680617f07d9b473ed,34,1,99.7
09a80255e081de716a9f8d1fab9e20b2,23,1,65.0
09b427cfb9e2dbb98384ec238e34f5d5,47,1,249.02
09d7c538023c2c4fb0553c831c12f084,39,2,846.12
09d7f104b8988cb8b209d8e190c491ee,25,1,520.77
09ec14d4d1ccf340866b0614ae388a50,24,1,317.85
09efda6e5ede120b509e581c3da8ad89,32,1,27.09
09f5446b5c627585a7fa0cd58b6af9bd,33,1,58.69
0a02dbe692eac7f76ae34c30c00f6adb,43,1,109.42
0a06563eb688877be75296fab423c41d,78,1,82.02
0a13bd4a8b422707fe6a780e40987f81,45,1,354.01
0a2aa3b7c6edb8e0e089229ba19a285b,49,1,58.09
0a2b9adcfa15edb416193c8b435dc821,61,1,100.31
0a31e281ade2d349246c6e86d56947cc,39,1,40.09
0a3a3c41821ef382c6c7ed91efc91562,83,1,24.42
0a3e3738a99c4594572156496d5e7cff,35,1,235.28
0a3fd9a9aeae46f86e5c05983bf83757,49,1,109.58
0a4273c2defd59a5f1e0bd142da7f5ea,38,1,42.68
0a519a9a9077d42f8ac242825fc99a48,83,1,90.22
0a58eee37208a659eba0b9d8fbb373d4,51,1,87.03
0a6191b827aca469b51bcde08324b371,0,1,50.0
0a6346d93cbc92b5c7f7d884254cabbf,21,1,37.91
0a672c9d66a69aab1e7fa532288587f9,54,1,165.56
0a6b7f0adaf1e1752925599e902a0713,90,1,34.51
0a6c923fbc247d6e47675ef16648a4ac,47,1,60.01
0a73c0ec6715fa6c8c3a9766d40a9743,32,1,102.74
0a7fc8f27d78b5c59cab0068250717cc,82,1,60.11
0a8b00a623aff928bef1b8595f2d6f4b,11,1,195.93
0a8c1a60ccdf040e8ef6b5cebb8e6f3c,3,1,33.85
0a8c96ffbf539720d99189266055241e,25,1,532.55
0aa203e722cc3f4b440d38e357e30e47,43,1,81.11
0aa6a7b8c8ea95a92b4949865a66c25d,43,1,186.57
0aab93bf32adf16dfe1ee0fe02b85675,2,1,234.34
0aadc1d26d1c8b88a52c39a533ccea93,80,1,461.02
0ac10a57d07e3d38b11f66283c44672b,28,4,209.66
0aca68d6ccefae38da8c19ab63933925,70,1,208.26
0ad45166f7c608cea70cffc074e78e4b,83,1,307.14
0ad6cef8e9b6dcf295f882fb13081702,0,3,364.78000000000003
0ae84ad270ea8462d8cf60a2caadf7ce,85,1,110.26
0aea71aba379f341b21f92af2ba6d86e,57,1,303.17
0af136df8177209a0a52debd7b55d982,80,1,50.74
0af1f97282af5bae6c1579f7c9596601,46,1,23.17
0af334fc660bfc9c75109752cc8271d7,75,2,468.39
0affd973ff7047918bf019d6012e5a4e,2,1,113.71
0b11c9f6e42b73fd9c3c84f3b919701b,34,1,356.12
0b1634e8385cf6128cf9a6b6de14b207,14,1,154.19
0b16886fbd4636b3ba85d357ca317732,54,1,601.09
0b18593e033697810a62a987e77f4b8c,16,2,127.83000000000001
0b2472856a76d5c60b05b5677e5d573e,36,1,81.17
0b253be9da605679d20fa8583851d80d,15,1,130.47
0b2b77a2b299cdd32e3ff49631232369,26,1,239.45
0b2b99b16090fc5d9527bb362cb668ef,40,1,86.73
0b2ca54b51aa2c9a4d498394841f1b24,20,1,65.28
0b305bb360d9372963fd0f464eb34d20,29,1,147.25
0b355a14c548a718b4e423a3914bdc17,24,1,37.62
0b364903accb37617950b069fcefa389,6,1,111.67
0b372af6df91b03396b6c12f18a87b07,84,1,271.69
0b38d15b16dad21edc22d2b9df5b0cbe,19,1,161.77
0b3a6b783d6625857a9137094715cf5e,36,1,52.38
0b3cf8a9362deaf8b870d49ae61f3ca1,42,1,86.93
0b402d6dd50694a118c642448e2cb086,67,1,173.25
0b4afcabce2689dccb890d6bdedca39f,14,1,684.01
0b50686075367ac77b5688558d3a0ec4,45,1,74.16
0b588dd082c6a0c510c790488f14a86e,54,1,84.03
0b638578b967f50cd287cd9db00fbd2c,28,1,76.18
0b63891bfcfcede37c648664908e6cb3,7,1,58.17
0b7e8a47536e37a99cd123528fee61b7,32,1,105.28
0b8b2910c3f96a74c660a10433187042,87,1,84.2
0b8ba265f59abc94bde31842daf3bda2,76,1,80.87
0b99e4f78105f0a500cc874fde136c85,60,1,208.07
0ba133b294e8131231a0176e0a2f0853,0,1,148.06
0bc5a6f1cf5d5831a16ee42effe67e15,87,1,304.74
0bcb0137639d8010c5fc562d96b4af3c,18,1,109.55
0bd9f9da8253b657fe024591dc51158e,38,1,99.7
0be9f5ec5b6b6d1a2b981378f1dea71e,68,1,65.46
0c0462f80eab44cd61f38b6a14230466,21,1,95.68
0c054cb94b6aed794a38611d168e6de8,61,1,156.18
0c0c3316a01434687ad016915a5af45a,73,1,322.68
0c0efcea44dc4ff4f9a2d0afa966e609,36,1,98.11
0c12a1ac2cdbb9413790d0cd931c83ed,66,1,209.27
0c15bb1a8e72a36709d239eec8a96bfe,58,1,47.68
0c1ddea173c72be4365ce597afae1709,75,1,128.62
0c2c1b3fc4d9f572b89df735dc57bce4,24,1,34.24
0c2c8771d48ecdd6821d27484392cb93,72,1,133.05
0c323a2000ed807d998a8022fce32ae9,42,1,106.38
0c33d83a8b90422a90f24afa0438a647,28,1,57.68
0c3518615bc2e4b364bdd6c521fec91a,49,1,95.21
0c3e0908ca85652d7b8c9545c50f0d59,17,1,97.71
