customer_unique_id,recency,frequency,monetary
39e9ca66abb0665312eb31817703476b,63,1,38.79
39ea1c331342690ef67ea5e6c6113e30,40,1,39.62
39ec290b99d3f51dd92e2c2119d23045,57,1,79.73
39f949657a885fb2d3657c690eafeffe,27,1,92.19
39fa55d841f1c032644b9eafc62e25a2,70,1,147.64
39fd40b7766d6d39bdcc6276541a26a2,75,1,70.7
3a14c1c15d664589b4b5fa4a5b458c0a,13,1,127.92
3a2a12f2fd7c80c8c73846ad8475f2cc,39,1,1426.81
3a2b1efd95b06dcf7ff5b04c1795e6a1,71,1,54.51
3a2d236fc85fdf338f179ca0cd725433,28,1,42.94
3a2efb503fe6b768a1eeca1b3b625186,1,1,68.12
3a32c0e1784abf31ae69b4cc3d17a7a5,86,1,139.86
3a39a225ba6f55523074cc509fd3d4b6,88,2,135.16
3a432040f71c62080e08b21afebc370a,31,1,66.63
3a4bb6937b0819e7747cdd7898af4b85,68,1,332.38
3a4c7c507f9f3263f050feb1c082e8ae,38,1,54.0
3a54b74d74d5830855a03bbf6edbd70f,33,1,52.59
3a5888f2fd8611a6beac0550889dce6f,18,1,53.09
3a5c7f0a36d613a96a3cef05fc890ae1,33,1,185.89
3a62bc7790ef04326e7016b2d3471130,53,1,84.91
3a63a5e2370ffc12b188cc3d62fb3cb3,68,1,38.86
3a65f474095c204f29f063b60d5b1ced,84,1,33.47
3a6d375b75e942ee6cee234f3268f1ba,24,1,53.0
3a849e2a57677842fbd689f6171528dd,28,1,166.67
3a866e2437cafc8732318d0586186af6,77,1,77.06
3a869e3b9d254d4c6ead5d773b62ba63,23,1,48.09
3a8a72a9fbe1053b4bbecd41914a2995,50,1,97.8
3a8bf1c7983935f6ad77915e139d91be,33,1,210.56
3a96c708f3ced94eb4cd3f43d109833b,4,1,137.99
3a9b335d5832549305cbf7ce302285d3,49,1,57.77
3a9daaa5430d74c1353d205d5a98adbd,1,1,86.81
3aab41026b7d8e1b0c8d70b75139d842,62,1,220.86
3ab195a29a2b0e131d57df59024d6d50,49,1,217.96
3ab8a33a5594309df9c8fa21cbafb2f9,2,1,360.66
3ac3dd3cb05384433cf89618ac9165a7,49,1,120.09
3ac54bb7d4446a2f6af5ab54a6ae3152,3,1,72.62
3ac614a52ccee2f7f92e884a59478567,27,1,35.09
3ac79816070e2d3f926cb7fdc18b8e01,45,1,177.44
3acca5ead7853e20f34528166fbbfede,6,1,51.59
3acf392c420320628fbfab879826d6eb,18,1,66.6
3ad62aada70e8ef15f8930d15454a4fb,42,1,47.33
3ad67b047caa5bfbc18a42406c862220,22,1,32.78
3ae2dc07ed3ebb93b0f6c47bfdea45bf,29,1,100.33
3ae5f28cf8eaed744e50bcd7e551ac1f,27,1,197.5
3aea245d9232e5ed478003b4c7c0befd,1,2,66.72
3aee46f9eb19797d64771269a1e979d6,31,1,61.05
3afe3f02d75b3d8d823d14959002987f,61,1,77.85
3b0689f9af2dfc48d4e30a8a7260d691,24,1,228.9
3b1e1d08efea734493e9d8c1d65743a1,49,1,40.01
3b295e63da0b0a6e4ca92a7695e71a6b,55,1,107.05
3b3839fba53bd347e707043fe02825e5,3,1,99.92
3b45dbba2ab60fe1bea335c6858abc85,16,1,209.86
3b48a45e4c6ad953c48bbff0633a5ebc,86,1,57.72
3b51f6ee70604fadd9833add4fa672d2,17,1,142.91
3b532b639eeac65f03a99ea180fca0e0,7,1,47.42
3b5c0c0557b26f17f063c7ac8c3f8c3c,34,1,256.43
3b6ea5cda9c225bdaddaa78580521095,81,1,202.28
3b6fa0b51bed3d94982f9b41f8e280ce,79,1,76.05
3b718dafac17bbd4d4b6a6161d75f179,15,1,80.2
3b7870a33823f2db11b4ed832b89d1ef,51,1,81.89
3b80d2592c113d689c05232eb90db0ff,16,1,44.0
3b9072e96fda813ffbd59bb8c51d0e5f,43,1,59.1
3b92b8617254e581d164b5d213d437a2,71,1,44.47
3b9c93b136fe968c604abd43b37295c6,83,2,208.79999999999998
3bab949ef05da8e9b3cfd541b6af0ffd,19,3,746.28
3bc23cc6d2f9a5dd26cf97c56eac0be2,16,1,1005.73
3bc5ba33ab9b05bf23a44d88debecc74,86,1,30.51
3bca31228f5a4aaf4cf61d28bf38a390,51,1,84.23
3bd390081db06240cf1c4197f53dbc04,77,1,322.17
3bdc76a9b822c247122bf22bc27b321d,88,1,589.2
3bddd41df369aca5ce4df4352c93cd95,31,1,66.1
3be412c1321c061d6f85c5e41530ce2d,17,1,62.01
3beb7118c312b912b7d74b52fcbc17e9,42,1,48.6
3bfe058dc7556b750553ed6f6f3f80cf,82,1,51.88
3c03bd885ca4abe1a489bda06b44bfd6,4,1,141.54
3c076c29bafcd10c6ded9bf3e69a74d6,3,1,114.14
3c07cb4b10ed4141fb0203357b319124,21,1,113.34
3c124b000536c40b9a1049688a465269,79,1,212.73
3c1b119e825c18b2394bf1dd637efa59,45,1,111.89
3c1bed581fd6dc040ff1635dfd1b30c6,22,1,179.35
3c1cede1be4ddd48d683880f48cb8754,39,1,148.06
3c1f7ca68213388194b3b8839a5271df,32,1,111.91
3c2b68df85eaf13645391c7f681708fe,31,1,117.16
3c3629948a44757b62d5477fb7b5a265,22,1,56.69
3c40c869d2001e86e3426df52b28984a,60,1,193.45
3c5e1130694632f44051b23fd86ad9e2,64,1,259.92
3c5f60f053134a5cd182e558467fdec3,60,1,82.19
3c60dedc37d37c2d666ce99122711581,71,1,132.23
3c666a108c01654a85fdcf2a20e12ed0,55,1,128.84
3c6cf48555f40864397c53a7da7e4445,11,1,148.15
3c799d181c34d51f6d44bbbc563024db,54,1,140.61
3c8664e3e2166cb7e7adaa6874fd4614,46,1,94.12
3c8f2e6c04d6808b8f9c3b34a01e0d60,58,1,60.86
3ca07c6e870a7bb6862781cf7af72138,38,1,81.89
3ca5a15e04ae31d6e672d677f3fbea9a,87,1,141.28
3cacfbd1c1e185f2798fcbe60b502fcb,23,1,137.08
3cbe4dacbf014deb61bf6a4b2b7e24ab,87,1,81.04
3cc4abcf6c4d8a077b3c110ac04eb272,5,1,88.2
3cc9db37d3df6c5b00e68a8f28d76f71,53,1,73.07
3ccd53395855932e15e05b77cfb60947,34,1,38.0
3ccdb773109127443b9c9a88d6639ee2,2,1,120.49
3cd07f2cd0e3bd52f3896c0048fb37c7,47,1,81.29
3cd80edbe9aa268593282e5d0143fa86,21,1,193.6
3cd897e12575867979341f66f72f9232,34,1,36.75
3cdb54da0019a103207fa8998446a789,30,1,227.62
3cdb97c7026f8956cc2211db2b19f270,36,1,105.37
3cebc638abdd92da9c304b8250bdcc7c,57,1,84.9
3cf3b7cbb693ee1c1646eafdf1e7fafa,40,1,105.28
3d016daf5e02a4aa9ae1d72a3224106e,15,1,75.16
3d0a330980e19020b32ea78c631f2c60,18,1,85.6
3d17b748f8eed69a279e77fa3c10b20b,39,1,1072.41
3d286c8d1103ceb489815f4b99e47a10,5,1,47.68
3d49f761e44ebebcb158842823225597,42,1,45.09
3d4f152e32102012b2b433492ded9586,18,1,30.43
3d4f7632205878799d358053cb53473b,74,1,135.85
3d50a44231c2a153219cef76ee3e445d,72,1,136.04
3d54514627343e42a4e59c88d68df5f9,4,1,153.99
3d5a1ae3fd2ad64a913c89f749733291,62,1,367.11
3d66092b77465cef9b5ee637b2c0d8c7,54,1,27.6
3d6cba2464a5a92a342347462aa89b6e,50,1,148.15
3d71bc3ae0c9f857ffe17636e0d59aab,21,2,99.56
3d7a3f1fe7f87faa145eff08b571030a,60,1,72.99
3d7ec5ac1aa5010c30977a1caa10a735,27,1,128.6
3d7f1285c50ca1c4b3ac99fd45c53ebb,30,1,276.08
3d82e773ad2655ecee210df7fa726354,11,1,294.7
3d893c1bf392ef009bb06a0dcf5c6fa1,30,1,81.19
3d8ee81a826ef3a7a0b47f41fb259de7,18,1,44.24
3d9f4f569e127314216de45504ee4712,41,1,57.35
3da285f344b116692496c69681f04648,36,1,126.11
3dadc7103d20bae9a1d9e0ade0314b5e,47,1,120.2
3db6e5afa8e8178a29afc729855315e2,22,1,85.6
3dbb8543466ee4161d36ded911ca58e7,85,1,147.24
3dbf2ee8f924d2c424480aee9f5f69ab,45,1,70.29
3dc0b3e21c41d737ef9b848aa1c9cbf0,36,1,426.09
3dc5aac2bd6aa40693a55c0ddd5c6b72,66,1,53.8
3dc61372072b2ba11ac143e93da218e1,35,1,46.28
3dc70ff7a5b9e83700bcd962bc53513f,88,1,240.6
3dd5414bc73454eb11a19605fe54dbbf,53,1,77.57
3dd6df883418b89bfb7c9f658f221a25,65,1,285.21
3de675e6f79e135540ee0144844d26a7,4,1,475.35
3de8a3becddf5418bd75a3a695ebb6a3,48,1,202.87
3dffb45e81594719b4fb28c5345f836f,46,1,476.87
3e02a2aa8ad7226e10748e8c01448ddd,31,1,76.57
3e05cc5dea6032de7ad2824d0d719740,30,1,154.63
3e301f8fdb84fe9050faee7df6eb9849,2,1,49.09
3e30d9a5ec7b5488a6db9aa572aa9345,58,1,144.58
3e3bca450eb65febb63301472b833f4b,38,1,404.95
3e405d6de3c4ad057fabc8a03be353b0,46,1,35.0
3e472e2d60f12c183ead97b03b0e8963,21,1,48.62
3e48bba0b7cb5cecafebde1c1bf0da58,7,1,35.69
3e4ff24b051b3808294d9c5f0ca9678d,44,1,32.09
3e55d286eef9b4650f9d00204bed24bf,64,1,57.68
3e5976f36b399e536f6922db49509fd6,32,1,75.5
3e5a237352ac4b53e1281b9b62efcbcc,1,1,451.76
3e5c928acf49c4b95e57af1f350d3493,59,1,861.26
3e726d9c1ecfcfbf83b51d760cef5290,11,1,51.72
3e75b24d0c39407cff09d8a910526850,66,1,58.72
3e8d755443b8998a6eb6eb9670b1e131,25,1,63.82
3e925cab683e40cd568d52fc84aa5a96,20,1,56.1
3e929a60d3f6a4c02433f8084b7b5026,51,1,227.61
3e939dafe17682e712d8b0f90f8eb481,17,1,148.14
3e96047ff80ee8fd1436d80c56c985bc,34,1,385.61
3ea0dc7679b16aaac1968748e60ea49e,87,1,248.02
3eab5c22a4bf0953dad167c0418c4523,8,1,40.0
3eb24ad3b2caaaee3c6f071ca8d7a8b3,35,1,41.36
3eb4b53bf024d8002dfaf7b6961b5742,55,1,49.8
3eb9aa5d4a4984143d749e2da9d6971d,0,1,61.09
3ec35f267b1d2635a9e7a28752a568ce,33,1,105.28
3ec8e2812492e28ee2412bbc9039662b,35,1,68.83
3ecdba3759728beba1f9ed3643e133d3,76,1,110.84
3edd72aec37d086eb6a7f71f6974c488,43,1,49.09
3eddcc05abf2cf434aae2a9662597353,3,1,118.93
3ee0e36c3306e495d2b8f89ddd033599,60,1,42.04
3ee11a73167d6fd1652d5016cdeb760d,53,1,148.15
3eeb49e6442ff15d7d723a428ada5588,66,1,62.51
3ef33af26f37a0104f7e0e942c5188ac,25,1,189.86
3ef848190859d1383be83ef97ae6fedd,29,1,64.0
3efb4304e546ad81e39e65cd8db7e7e8,14,1,85.14
3eff2684f5dd08b7e1b65b828d930cbe,81,1,125.18
3effc73099890b57bda399120a52d14e,62,1,60.42
3f10448ee7afd7fe6bf60e78cb53e776,18,1,110.0
3f1a1465cabd220ace8f6680154ec82d,4,1,167.29
3f1d63ca0cb4dbfbf42f0ceed7d82053,54,1,457.52
3f2b884de3dec8afd74690566c328abb,22,1,75.79
3f31485edb88c756d5163cdcea80d7ed,73,1,96.54
3f36fa15a16c4850992aa0f33561906e,29,1,96.16
3f3b39ba608e727d5588f05425b3a500,30,1,255.18
3f3d89793226620227507c6ec9df2f53,50,1,143.15
3f49672ff3e595ac503ff3929862a3a3,42,1,185.08
3f4ae4e79252a67d79d15573f5763148,25,1,57.75
3f4d74971a1f73785bb68e45c911e623,22,1,228.03
3f5d70f6f23ba08e7b3c82f2d8d9228e,86,1,43.52
3f6a946ec3ed53c151d8b1eb1cb0336a,5,1,1373.19
3f6ac9a49767899814866524054ba779,84,2,186.39
3f6d872672557ec732e5e12bc2dc885d,25,1,51.1
3f77d2e40b9443869099acdda0f3f8a8,15,1,60.09
3f7c8578ddd84c4a8fd882c6e656f7ef,29,1,75.07
3f8144ab580747f9d058cac76404cf56,28,1,95.3
3f817d9d92c9592858593f34df4bdd2d,67,1,135.24
3f913149a9967e7dbb5e2b9ad307d718,24,1,137.08
3f97fa38eb164cf852487312f1c72b26,20,1,116.04
3f9df44e4442173d83d9126b0f70e2c2,76,1,93.31
3f9e88e7d158e60e9746e20bfa4c3fb0,37,1,113.44
3fb6c7027ba2df577cb5f20fda647e6d,46,1,105.28
3fcda7fdc267ed83fb83433cce147c18,46,1,52.38
3ff2c5fbda0952d5b0a7f32aa0437e8e,51,1,270.0
3ff318d12225f5cc81c6062ec7e9c01a,54,1,37.0
3ff672e35097cfd7e1cc43ef64cf4906,87,1,43.79
3ffba26704fa2e86a463c2a295332dec,29,1,102.86
3ffc9e7d9a645567da4f2fbd6a01aafc,59,1,266.14
400c70d473adf47f916c13b71976f8f8,24,1,20.28
400daa679781b12bbf6afc67a9d9b96c,1,1,124.69
40122235f51e359cc585c558ab783646,42,1,218.63
4018dfd7ddd89df122db84f6279a4864,69,1,788.71
401e5d473cc485c39f2be9c02120c1e7,85,1,303.11
401eabb874cf1d6c26a62418c186e15f,25,1,423.59
4027d57ca215adf6c9231b6aa55d24a1,81,1,49.51
402c7eeb9ac6af31f06e55b3c9a9b799,47,1,136.01
4036863bd00a3f284f0bc41cdb8e704b,24,1,77.38
4039b151e0eb6614313bc87b7875f2be,11,1,392.45
4041baa51d9eae8f5955ccd4f02bb044,44,1,62.35
4042d0f5f5eb09cd4edf6eb701532ada,24,1,280.46
40499c54ed0f69e730b9596af397f886,17,1,189.12
4050d7329dec5a860319b7cabc183827,11,1,76.46
40528ba81da6d8e106bb9a7b68723dda,68,1,81.78
405f1175ae2417fb0afcbb89f5b45bdc,23,1,33.9
40610ee696b6cef76765f5dba81cca16,82,1,67.58
40663febf13039cfd595a421b083e91b,14,1,129.2
4067ba7df47a2bcb753ae5f7530fc7cc,31,2,176.21
406bf961029dda3572bfe1846b3baa56,18,1,760.32
406f6e67573dcb7b81325409778a1116,33,1,30.96
407cecec220843cbc38024fc40f3017f,30,1,177.27
408196258b5052a4a13c4f262e12ba30,57,1,105.04
4082945bc678aa17c3305c6f98f02010,36,1,87.8
408a225630a7b19b4cdaefb4a03f84d9,87,1,332.22
408d1227fdad76c0cc0c03f202f4a6eb,37,1,142.97
409379e6e577c89589dade402e6c2522,36,1,89.38
40959c9d5a8b0e7c45973c4444841830,31,1,93.68
40c28102da89413b27297dd73916233d,45,1,59.72
40c4c308279011b2e5b85c75579f415d,10,1,76.57
40d6c19cfed5411db0e1300a73d8d25c,32,1,105.28
40e0f6f72760a2e514621ebfbb9171f4,24,1,86.2
40ed92429b77d4bcc4dd00aa47286f0b,58,1,217.82
40f1fb89f628ca74318af3df28d54440,21,1,206.67
4105645a2e9d4e2452957b11df3a2a04,13,1,67.77
4108bea5ed0108303e108579b955b03b,67,1,108.83
4113a7e912e87f632986e0562da140c7,70,1,76.84
4115658844d1feed5521c63e805a9ede,23,1,177.64
411ea0a1c478941ca489be2b0c7749e9,14,1,173.85
4121eb09f98df2af459761e62a50b791,73,1,111.27
41251389de15d4a2b491917261469c90,29,1,31.6
4127cb95c20254485869d698037a3dfd,21,2,160.57999999999998
413a6b89cf416018f157c63462412e71,30,1,32.09
413ce1f9ef6d348584397f99571faccc,66,1,48.62
413fb06a4ed4b4ae5523b39263ec3063,82,1,272.61
4148cf7f98c122f574eff592cc6dc941,17,1,183.93
414f2abc48d8934ab132de413371e366,42,1,67.77
416fc3e88e98c647e64b330f940ed3af,70,1,129.47
4177861e3cce05f7e4dcd1e0cb73b0dd,78,1,45.95
41780f8e2225e1b3f229b072a45a214d,81,1,139.27
4187a1c7cbd4cc1cacb746db4e3523ee,61,1,34.78
418ee6e3b8f19158d67d5039f19783b9,46,2,84.22
4191bcfd448dc07138d2951ea4d10008,25,1,105.28
4194c803b268f3e9fb673a45ac8a67b4,75,1,49.96
419e1bbe92944a1a036eadef194cfa91,32,1,207.09
41a0dc27f21519c6e3b09a8c7b44c9c3,41,1,87.14
41a147dd6ddffcef63d74c6b0d5311ad,53,1,94.05
41a1779a38fe1420e35e21da6be8c900,11,1,299.85
41b20261d87e1d3b947967a2cfc0850a,78,1,80.84
41b40227a5821d5125adada4577b405e,70,1,164.72
41b47de54a99f37ac2bbcb5758762fe2,85,1,49.86
41b6110b60dfac6001a21715b2321280,36,1,125.52
41b69f4c1eadf53e16c4390c6ac2551b,2,1,151.47
41b75c0712e41a7c79c204158ee83f72,5,1,91.96
41ba62269e96e7f7ad4253c6f0edf1aa,79,1,143.48
41c164545761474b81c42602c85b42cb,32,1,141.51
41c42af2699fa844ade7aa352aba78d6,24,1,113.62
41cb2ee4c880793d1dcd6cfaad5b18b9,32,1,56.77
41cbba1500aa55481929db65437ebe4c,59,1,92.13
41cc17cc180a041bbf4806ea30228999,72,1,75.53
41cfcfd72beebbc69ebf60dfec93c8bf,20,1,171.84
41d0610f2aeb9f45e800054e2641f4f1,23,1,41.88
41d34475246f75e408ea3598dfd7a186,23,1,36.77
41d92d0cb5f7f9ec270a722ff8fef153,37,1,44.09
41dcdb2f85e724240c0a74a77f5364d4,15,1,82.74
41e0ca64dedeade38fc6180a11998e32,10,1,27.77
41e8c1fa9e9fa7279bef1f0dbcfe377c,65,1,255.75
41efbb27006cac5862f6c64befcb140f,45,1,66.6
41f0f87e7ced16f39c602164b66f3fbd,49,1,237.94
41f4ecc59fcdf26b0bedd8e576b49420,71,1,28.95
41fca1fccfc3da172a2fc165122218a5,37,1,34.89
41ffcb2420e2af2e55b3832df16f4eb4,47,1,203.84
42230aa8270df8d775f2d51ed1a25224,42,1,75.53
4232024117e4618d2cfdc07c30b5d3c7,11,1,361.2
4237e178b99a74f1dce89bd80ff9543b,32,1,292.28
423d40b193638955a782839886648464,69,1,215.09
4240b832942fea708e593564e8351dad,71,1,155.39
424240fab0548ed808dcde95ea7e1661,69,1,219.46
425391efe8e074a8daca1ddc620f1e20,15,1,202.87
425a3da36e86428035913c7df67a24d0,1,1,80.2
425ae15f1593918f06d9a2ce9222e614,28,1,815.95
426019d76a8b0579cd258fdfdce86089,17,1,141.17
427525f6f5aee13983a2a1ad80d9e920,74,1,112.76
427875bf8724c73f0209b1fea4e209d8,43,1,484.02
427f6f216297f88375a77b64ef36d43e,41,1,160.75
428500ebef8dbc008de191d598942b47,66,1,81.78
4288386cc177e8d8514a2fc1ccfbf2a5,78,1,383.1
428f23ed853b49c314e54eedc7c0d251,22,1,45.0
42a1188e4495ada7687dab6059d48f4f,57,1,108.84
42ae425e8f3501d833c5deb1056bbe41,22,1,60.01
42bd33006febd2e5a3a5eb0feed6b7d5,26,1,79.88
42c81f944761257c8df3b028e6b738cd,44,1,76.62
42d0a60607331e84158aff7f42a08b4c,51,1,68.89
42daed543c3d0dc96eb236e24c20394d,88,1,92.11
42e2e977ef7c9e55025e1f6eac99e5a2,28,1,73.34
42f222e3df147ae8e80fe87add2d9c6c,65,1,56.45
42f296ed9782627fc7408a950975cfd2,53,1,86.15
42ff92d7d6605bf30aefbd6a17ff7c9d,84,1,192.56
43088e9ae1468ae7f8f6bd222b6a7329,26,1,103.55
4311c3444d110af4d6e59fa7e02c6876,77,1,88.74
43128f4462af59091a28f9141a3ee7ba,80,11,137.48
4321093879163c2ce5a8672a99896166,73,1,44.02
43255e3df6cda368809baa2fc72872c8,6,1,37.0
432931be1222411c414eef89515b05b4,52,1,143.74
432d4f5ec4f462779a48a51c33950351,1,1,40.68
4334b6ae47d24f690207d32e1006c063,63,1,72.48
433859f050123271b261cbdf54c6c1b1,40,1,233.04
433c2eaf97d50fb53f6a0b06fc881080,33,1,110.4
43481ffd364a0e241d692a08c405f282,9,1,98.85
435394d047f4979f9d913a5d04581aa2,25,2,55.69
4354753387ebf06e303e2aff23663692,74,1,216.09
436164d6caa038066fed7df68baa0317,89,1,77.16
4372e5fa60912ce319a7a75a8c3ce61f,53,1,51.69
43734d19d5020ac27e729611d83dff53,37,1,242.24
437fcb87b492efb9f0a25c3798dd01de,26,1,58.09
4382a84e3abc660b6b5236c0ad8ad2a8,37,1,46.4
4390ddbb6276a66ff1736a6710205dca,77,1,94.63
439119cb65d2ef1713f87140b4fb28d9,15,1,86.02
43ac999caaf5ea6271440d391d4e9ec4,33,1,82.73
43b7123363e15288e624347e2bcfe1c0,63,1,151.06
43b74cf6f2f3c0de4af0bfce0e57a9eb,40,1,111.82
43b781a2c59f2e503be7b075e32b2b1f,25,1,610.72
43b81df83e4a6dd769e698e74127220d,37,1,32.09
43bbfd3cde007be301013b9425014b35,61,1,77.72
43c626b276eda6206691e657b858fc47,69,1,106.26
43cb9ba51687bd819e3076bb49f3f4ef,45,1,97.78
43cd51a4b02275e616fd1679e62ae281,35,1,279.74
43d8583b06491695df9872fa1ef418af,88,1,308.24
43dce1c46f91f3cd233905d0a8b19153,59,1,101.14
43ef5e7ad5bc8a0e4d8e166b74f34311,67,1,101.14
43f7616a8f37a874ee893f0dea3ba593,42,1,34.09
43f94ca19cdd8f90882d20383806d388,19,1,88.2
43fa44b3d8cb236780ff9a94f859c725,37,1,686.02
43fcee98a4442ab2f299df637f8e2413,5,1,220.85
43fde7ff18992f90a96a5adfa6e95666,28,1,165.41
43fff3de2afa07c86baee0f64a346ff1,60,1,134.94
440a2f9c69e6ca7bd76d86ed19ce329c,50,1,84.23
440abba9b16bd826fc233c028d964865,20,1,113.38
440fb40fd45aea8a5dc60465f9b3d15d,35,1,267.51
441ef65bdc1667da6112d382792bcff2,52,1,44.0
441fa1c6e6f6977964d0dec496c49cdf,7,1,138.72
442218fb56227a4e1dd5e844ce9ff728,84,1,417.81
4428fe63eb3f5bfde1a5d27f83a815c1,3,1,53.1
442b18c9c5a6bc787c899e84145d7816,25,1,27.77
442bdd695caba6183fc44d6cfdd4f094,19,1,603.4
4441264fd8b29e9fb8bc6cba8b5dea9f,25,1,22.77
445057e14b00ff360595079199cf2010,30,1,218.64
4450df4851dd72d51199417669c6ec7b,5,1,37.84
4455b60aaaca6704a9bc5293a18bd636,39,1,71.17
445e459fbbf14560d31135e71580f615,86,1,87.13
445fe2796a13dfb132a86c2a27ed2bed,51,1,309.41
44635e4c305b4497a1e9b8d224149e31,14,1,48.0
446a1322ba89f591ed1970362b9677a3,60,1,51.84
44783d396199a5503d33618adf6e7088,72,1,57.55
447c020c99b8f3d3d0b6703d8790787e,13,1,71.91
447d2dbb488202b49beb8d6473fcf17f,28,1,45.5
44813bd308268f1a43d9be43d47f7444,66,1,87.6
4485e3c592a1dd9bbd61770f3d91dddb,76,1,124.08
4488bbbe7127060a8b52c8bd3253dc05,4,1,75.07
44892aa259e05c1471419f1affc1707c,3,1,62.92
449f3747769bdc5e6bdf1a49c26fc8c1,38,1,197.47
44ab13a607f108fd1ee019afda29064a,45,1,81.11
44b0a365943ba020d0a993ef71380135,60,1,427.29
44b6bbfea26596437062a38c8e6bcec1,38,3,346.87
44b931de0be80ba9ae9c61a3d4fe339e,56,1,22.04
44ba066bbe77a063ec87d029cd3655dd,53,1,240.77
44c818ed1e855cde4c4c2d0e69794e4c,43,1,147.35
44cb010211fb5e1d79771361d884027a,51,1,101.28
44d988342c9755f3e54fb3ae7fe6f0c9,13,1,108.86
44df09ec29e6f3cd6820e574f32fc151,66,1,30.86
44e4a44fc7441b07d1b026ba9d786e07,39,1,56.35
44e7a21370ccce958a0387b528717e52,56,1,20.42
44f3a3b9008f3ac934ee62f011c22524,11,1,152.43
44f4295df61784e5427fccea89865ddc,35,1,165.8
44f8def4cd4563e772cb964eb97ad730,29,1,98.44
45003601a32438990718ab4c20ad369b,12,1,136.14
45044049e27a8660cef7b3914c0c5675,88,1,45.95
45134d1b1e875ff5216c0c35c9a015b6,48,1,67.01
451744de7d49858dcb06bbf86602572b,60,1,50.86
451dc9294aabd860bb894e08902f5469,64,1,50.56
4521ca49d47fa50f2b98f0c71cbf5ae7,46,1,134.58
4525508b1e5d83e659510e670d906aeb,46,1,223.5
4525dc61e2d0cd20d1668e6560ee0f09,4,1,32.09
45265f9d6c53836d632f904a3c1d0f1c,44,1,54.1
4527b9ba9bf73ca1b821ffbacd966a90,14,2,295.7
4527daf8c106f729aec412f367bbcaa2,7,1,35.0
452ab8cfe9ab69e589da08845df9cebf,87,1,99.62
452afebe487ec1030b322915f4daf2eb,5,1,1084.71
452b176eb048c142a1778fdcad50a56f,54,1,72.75
453a39f9a4e8799575c08849a2fda33a,81,1,70.6
453cd758afff18e40754e677fda9fa59,66,1,38.64
454cc87982cbe06ccf62af9dd154a225,53,1,121.48
454e443402192db305350b0d11cb393f,4,1,150.09
4562aef300ba013c113a12a93e63a1ff,19,1,46.75
4566e273dc806cb1b72c0994b9c44ed1,15,1,38.6
4577c104c9ecdacc7e07bb60a6053d7e,36,1,61.2
4577dcc0cecf8e2b0f712ed4af103da7,7,2,65.05
457e9f62de8a217e79f81b41ddc6c7e5,69,1,248.94
45861d13dc73fcddf277794733a88510,90,1,35.8
45898cc33d7c8394f2f0b42b57d43160,27,1,219.74
459534589ae424a4955f7fb79760a3a7,81,1,57.64
4598f6eed56df9be65707cb8af41bef0,79,1,27.96
45a29a8dce45950c5a44374490d80430,23,1,131.29
45a44531da4008965e2b336e1083af8e,44,1,148.15
45a62f8ee5983a31af8d995fb68aa7dc,42,3,148.72000000000003
45a6800ade995b76321b59e7b6bb290b,50,1,62.33
45a717e33d8ef0786a2ae18b26e63b8a,44,1,84.14
45aa80c26dcdf6abfdc0b74582ead3f9,38,1,308.43
45aba165580af1596b291956b7b7849c,46,1,77.63
45b211aca79fa0a9f848456e9360d3c8,39,1,41.25
45b98d22391bfd262db44b1c4085f76f,66,1,98.84
45bf3782c2b705afcacef32d217e2908,66,1,34.42
45bf7aba22952cd69510c0280b4fb5be,56,1,105.04
45ca4053806ecd0f595c633184e0ff61,4,1,167.61
45cfbd91fee8a108c0a0f905dd6bc5a7,65,1,204.98
45cfc55a4d5073c50be858369454fc0e,2,1,13.17
45d4c7462c4f705eb33ac376fe38bc72,23,1,168.15
45e749ae45014495eefade857b8728c0,72,1,137.57
45ea5d11dbab64432746c40c42b10fb3,85,1,46.51
45f1c844c7376ed6523aa7a8059f87d8,62,1,144.68
45f3d2ee6b3d8b369e210ddbdb0c3af7,52,1,174.96
45f5c15d1dee0f06786c548f44268c95,30,1,296.61
4605f3ff1f7465c4e555b2429d8efafb,61,1,165.12
4608610d6205cfdc1821ebd081f34081,10,2,94.17999999999999
460a8ec20cdb96105bf29b82417e13bd,49,1,73.5
4625f18b9c2f7783ed1900ed83c8f0fa,30,1,71.14
462653b881bc123b46b575e760a61f05,14,1,86.64
46372cc621b3c0e52d1e0e7113523466,16,1,42.69
46374b8a397978c30de28705c098a9d4,53,1,127.92
4637e35610c5cbcf8e6939db18616926,69,1,28.42
463ee5171d66178b9eb84bd05294840d,11,1,166.16
46418f65fa35317b73048c6dd7055247,50,1,159.32
464249e5d2b515deeea902c219cbc936,11,1,35.1
4646025059444f61a86266dc7264c27a,9,1,64.24
464c15327646c422f5f1828b989417d2,70,2,429.51
46587168f28103639ae8249f19b53043,40,1,143.58
4664e264c981c09c0480426419f57c8b,15,1,153.38
4666e7be827bb14bf746a56f740e62c5,40,2,152.32999999999998
466a171e9af288fa7c8d2e5d90c7f672,60,1,64.42
467c8269886e9c67ab2ec1d5ea86d9f4,50,1,239.42
4686d4a35766c5c65d309d30cc5e3ebd,5,1,48.73
46a0e6bb4d86b27d068f67e44e96b99d,44,1,149.69
46a84f706aa22bdb63379610a77af307,44,1,53.36
46aa150e680c04524f7519ec2292a13a,0,1,86.64
46ad66a9f04d58e9ac03147285fe12a4,41,1,67.5
